MESS_DATUM,RSK,RSKF,SDK,PM,TMK
1947-01-01,2.4,7,0,992.6,-2.8
1947-01-02,0.4,7,0.2,996.2,-0.6
1947-01-03,0,7,0,1001.4,-0.7
1947-01-04,0,0,2.8,1003.9,-8.2
1947-01-05,0,0,5.4,998.7,-12.9
1947-01-06,0,0,6.5,991.4,-13
1947-01-07,0,0,2.8,989.8,-13.8
1947-01-08,0.2,7,0,991.9,-7.9
1947-01-09,2.8,8,0,988.2,-2.8
1947-01-10,0,0,0,991.2,1.1
1947-01-11,5.8,8,0,984.3,0.6
1947-01-12,2.6,1,0.2,981.1,4.3
1947-01-13,3,1,0,979.6,4.6
1947-01-14,1.6,1,1.1,991,4.1
1947-01-15,0,0,0.1,999.5,5
1947-01-16,0,0,0,1002,-1
1947-01-17,1,1,0,999.5,0.6
1947-01-18,0.5,1,3.8,1004,3.3
1947-01-19,0.4,8,2,999.5,1.4
1947-01-20,0,7,6.5,995,-0.4
1947-01-21,0.8,7,3.7,995.1,-1.9
1947-01-22,0.3,7,3.9,995,-5.1
1947-01-23,0,7,1.8,997.6,-4.7
1947-01-24,0.2,7,0,1000.7,-7.4
1947-01-25,0,0,5.4,993,-8.4
1947-01-26,0,0,2.3,981.6,-9
1947-01-27,0,7,0,986.3,-11.4
1947-01-28,0,0,6.3,991,-10.8
1947-01-29,0,0,3.7,991.2,-7.4
1947-01-30,0,0,5.7,988.4,-7.2
1947-01-31,0,0,4,988.3,-9.6
1947-02-01,0,0,5,988.3,-8.6
1947-02-02,0,1,5.6,983,-8
1947-02-03,0,1,0.2,971.5,-3.7
1947-02-04,3.7,7,0,966.2,-3.9
1947-02-05,0.5,7,0,974.8,-4.8
1947-02-06,1.1,7,0.1,987.8,-7.1
1947-02-07,0,1,0,987.4,-9.5
1947-02-08,5.3,7,3.3,978.4,-6.2
1947-02-09,0,1,0,983,-4.6
1947-02-10,0,1,2,982.6,-2.4
1947-02-11,0.3,7,0.4,983.5,-2.8
1947-02-12,0,0,7.1,984,-3
1947-02-13,0,0,1.6,986.6,-6
1947-02-14,2.2,7,0.7,990,-6
1947-02-15,4.1,7,0,992.6,-7.4
1947-02-16,1.4,7,0,993,-7.6
1947-02-17,0,0,4.8,990.3,-6
1947-02-18,0,0,7.2,983.5,-8.2
1947-02-19,0,1,0,980.8,-6.3
1947-02-20,0,1,0,982.4,-6.4
1947-02-21,9.1,8,0.5,973.4,-2.5
1947-02-22,7,8,0,966.3,4.4
1947-02-23,0.5,7,0.2,983.2,-4.5
1947-02-24,0,1,8.1,988.7,-5.5
1947-02-25,0,1,0,983.6,-5.6
1947-02-26,0,0,8.5,991.6,-5.2
1947-02-27,0,1,6,979.9,-3.6
1947-02-28,5.1,8,0.2,969.5,0.6
1947-03-01,0,1,4.7,977.9,-1.5
1947-03-02,0,0,7.9,987.4,-1.9
1947-03-03,0,0,7.4,991.8,-2.4
1947-03-04,6.8,1,5,987.8,-0.2
1947-03-05,11.2,1,0,971.4,1.2
1947-03-06,0.9,1,3.9,972.4,5.8
1947-03-07,1,8,0.1,977,0.3
1947-03-08,0,0,9,990.2,-2.2
1947-03-09,0,1,4,995.5,0.7
1947-03-10,13.4,8,0,990.2,0.6
1947-03-11,3.8,1,2.3,974,4.9
1947-03-12,0.3,7,0,991.2,-0.6
1947-03-13,1,1,0.5,980.8,3.2
1947-03-14,5.2,1,0.6,971.9,8.9
1947-03-15,0,0,6.5,996.4,0.1
1947-03-16,0,0,2.7,989.4,3.2
1947-03-17,0,0,5.1,985.8,8.7
1947-03-18,8.8,1,2.6,982.8,9.2
1947-03-19,4.7,1,0,976.6,6.2
1947-03-20,3,1,2.4,974.4,6.7
1947-03-21,2.7,1,0,980.3,8.5
1947-03-22,6.5,1,0,976.4,10.3
1947-03-23,0.2,1,4.6,978.4,8.5
1947-03-24,3.5,1,4.3,977.5,7.1
1947-03-25,0,1,2.9,991.1,4
1947-03-26,0,0,3.4,988.3,4.3
1947-03-27,0,1,1.5,982,7
1947-03-28,0,1,7.5,979.4,11
1947-03-29,0,1,0.1,971.6,12
1947-03-30,0,0,0,970.3,8.8
1947-03-31,1.7,1,6.7,975.6,9.2
1947-04-01,0.1,8,6.1,976.7,8.7
1947-04-02,22.4,1,1.2,975.4,6.7
1947-04-03,2.5,1,3.4,980.4,8.2
1947-04-04,0.4,1,5.9,978.7,9.4
1947-04-05,0,0,1.7,998.4,4.9
1947-04-06,16.5,1,0,995.5,8
1947-04-07,16.5,1,0.6,992.4,12
1947-04-08,3.3,1,1.2,990,14
1947-04-09,1,1,2.3,996.3,5.7
1947-04-10,0,0,10.4,1010.3,5.3
1947-04-11,0,0,10.9,1008.6,6.6
1947-04-12,0,0,10.9,1004.6,8.4
1947-04-13,0,0,11.1,1002.7,10.5
1947-04-14,0,0,9.7,999.9,14.2
1947-04-15,0,0,9.4,1002.6,16.2
1947-04-16,0,0,11.4,1000.2,15.5
1947-04-17,0,0,11.2,993.8,17.4
1947-04-18,1.6,1,1.6,992.8,13.7
1947-04-19,0,0,7,991.5,14.5
1947-04-20,0,1,8,992.4,15.1
1947-04-21,2.1,1,6.9,995.5,12.6
1947-04-22,1.8,1,8,990.6,16.4
1947-04-23,0.9,1,3.8,991.2,11.6
1947-04-24,0,1,11.2,996,12
1947-04-25,0,0,11.8,1002.6,13.7
1947-04-26,0.1,1,3.3,998.2,13.3
1947-04-27,0,0,11.3,995.5,15.5
1947-04-28,2.2,1,1.9,989.8,12.2
1947-04-29,0,0,10.1,994.4,10
1947-04-30,1,1,5.4,982.2,10.9
1947-05-01,0,1,6.3,987.4,9.7
1947-05-02,0,1,1,985.9,12.2
1947-05-03,0,0,1.6,987.9,13.4
1947-05-04,0.8,1,8.9,987.5,13.4
1947-05-05,0,1,0,993,8.9
1947-05-06,0,0,7.9,995.5,14
1947-05-07,0,0,12,994.8,15.9
1947-05-08,0,0,11.6,992.4,17.7
1947-05-09,0,0,12.1,990.3,19.1
1947-05-10,3.5,1,5.9,989.4,15.4
1947-05-11,0,0,11.8,992,17.8
1947-05-12,0,0,9,991.2,18.7
1947-05-13,0,0,8.7,989.8,19.2
1947-05-14,0,0,12.3,983.9,18.9
1947-05-15,4.4,1,0.7,984.7,16
1947-05-16,5.8,1,0,991.1,9.2
1947-05-17,3.5,1,0.2,989.4,11.7
1947-05-18,2.7,1,6.5,986.6,11.2
1947-05-19,0,1,3,989.5,12.3
1947-05-20,0,0,4.7,993.9,12.6
1947-05-21,0,0,9.6,995,15.6
1947-05-22,0,1,1.4,990.7,15.8
1947-05-23,0,1,5.2,984.4,16.2
1947-05-24,4.2,1,5.5,984.3,15.8
1947-05-25,0,1,4.9,988.8,16.9
1947-05-26,0,0,10.2,991.4,19.1
1947-05-27,0,0,4,993,20.5
1947-05-28,0,0,12.5,995.8,19.2
1947-05-29,0,0,13.3,997,19
1947-05-30,0,0,13.5,996.4,21.5
1947-05-31,0,0,13.6,993,21.6
1947-06-01,0,1,8.5,991.4,22.8
1947-06-02,0,0,12.9,989.9,24.6
1947-06-03,0,0,13.6,986.7,25.1
1947-06-04,4.5,1,12.6,983,25.3
1947-06-05,0,1,7,987.2,16.8
1947-06-06,3,1,0.3,983.8,12.8
1947-06-07,0.2,1,2.2,991,12.1
1947-06-08,0.5,1,7.3,993.6,15.5
1947-06-09,0.3,1,10.2,995.2,13.1
1947-06-10,0,0,10.9,999.4,13.4
1947-06-11,0,0,4.8,994,13.4
1947-06-12,0,0,11.7,987.2,16
1947-06-13,0,0,10.5,983.8,17.7
1947-06-14,0,0,8.4,983,19.9
1947-06-15,5.5,1,3.4,982.7,14.8
1947-06-16,0,0,10.6,995.9,14.9
1947-06-17,0,0,12.9,997.2,17
1947-06-18,0,0,13.8,992.4,19.4
1947-06-19,0,1,9,990.3,20.7
1947-06-20,0,0,4.8,991.1,21.3
1947-06-21,5.3,1,6.7,989.1,20.1
1947-06-22,7.9,1,5.4,987.8,16.3
1947-06-23,0,0,5.6,993.9,15.8
1947-06-24,0,0,12.2,994.2,18.8
1947-06-25,0,0,13.3,991.5,24.3
1947-06-26,0,0,12.9,993.2,27.8
1947-06-27,0,0,13.3,994.2,28.1
1947-06-28,0,0,13.2,993,27.7
1947-06-29,0,0,11.3,992.3,27.5
1947-06-30,2.5,1,10.1,992.8,21.7
1947-07-01,2.8,1,2.5,992.7,18.5
1947-07-02,0,0,9.9,994.8,19
1947-07-03,0,0,12,993.4,21.6
1947-07-04,0,0,10.3,989.5,24.8
1947-07-05,2.9,1,4,984.7,17.7
1947-07-06,0,0,11.1,988.6,17.7
1947-07-07,0.4,1,10.9,985.2,23.2
1947-07-08,3.4,1,6.6,982.4,18.1
1947-07-09,1.3,1,3.4,979.6,14.1
1947-07-10,1.8,1,1.3,983.5,13.2
1947-07-11,4.3,1,1.8,983.5,15.6
1947-07-12,0,0,9.3,992.3,15.8
1947-07-13,0,0,11.3,999.5,17.2
1947-07-14,0,0,10.1,997.8,19.5
1947-07-15,0,0,13.2,994.3,21.9
1947-07-16,0,0,13.2,991,21.4
1947-07-17,0,0,9.6,989.1,22.5
1947-07-18,0,0,7,986,20.3
1947-07-19,11,1,1.3,984,18.1
1947-07-20,11.1,1,1.3,985.9,15.6
1947-07-21,0,0,6.8,993,17.8
1947-07-22,0,0,10.9,996.8,20.6
1947-07-23,0,0,12.8,995.5,23.7
1947-07-24,0,0,10.5,994.2,25.3
1947-07-25,0,0,10.2,993.2,25.8
1947-07-26,0,0,8.5,992.6,26
1947-07-27,0,1,9.9,993.5,26.5
1947-07-28,0,0,12.8,993.5,26
1947-07-29,0.8,1,9.5,989.2,26
1947-07-30,0,0,11.7,991.5,23.8
1947-07-31,0,1,8.3,991.2,24
1947-08-01,0,0,12.3,995,22.4
1947-08-02,0,0,10.2,994.7,22.8
1947-08-03,0,0,11.8,990.8,26.2
1947-08-04,2.4,1,11.2,986,24.1
1947-08-05,4,1,3.3,983.5,19.8
1947-08-06,0.3,1,3,989.4,17
1947-08-07,0,0,4.5,989.5,17.8
1947-08-08,0,0,5,991.6,15.4
1947-08-09,0,0,11.5,989.6,17.4
1947-08-10,0,0,11.6,989,20.8
1947-08-11,0,0,10,991,21.4
1947-08-12,0,0,11.3,993.5,21.3
1947-08-13,0,0,12,994.8,21.1
1947-08-14,0,0,11.8,995,23.8
1947-08-15,0,0,11.9,994.7,25.6
1947-08-16,0,0,11.7,995,25.5
1947-08-17,0,0,11.7,995.2,24.4
1947-08-18,0,0,11.9,993.2,23.8
1947-08-19,0,0,9.2,989.9,25
1947-08-20,0.1,1,9.4,991.1,23
1947-08-21,0,0,6,991,21.1
1947-08-22,0,0,9.3,990.6,19.6
1947-08-23,0,0,7.5,991.6,18.2
1947-08-24,0,0,8.2,992.2,19.3
1947-08-25,0,0,5.1,993.5,18.4
1947-08-26,0,0,6,995.8,18.9
1947-08-27,0,0,10.9,996.3,19.6
1947-08-28,0,0,8.5,993.2,19
1947-08-29,0,0,8.4,993.8,17.4
1947-08-30,0,0,10.4,993.5,14.8
1947-08-31,0,0,9,992.2,14.3
1947-09-01,0,0,7.8,990.8,14.9
1947-09-02,0,0,9.5,990,17.1
1947-09-03,0,0,1,989.4,17.4
1947-09-04,1.5,1,5.3,989.8,14.8
1947-09-05,0,0,10,991.4,17.7
1947-09-06,0,0,7.5,991.6,17.8
1947-09-07,0,0,9.2,991.6,17.8
1947-09-08,3,1,3.3,989.9,18.2
1947-09-09,0,0,6.1,991.1,18.1
1947-09-10,0,0,8.1,995.9,17.4
1947-09-11,0,0,9.5,995.8,19.7
1947-09-12,0,0,8.6,996.6,22.8
1947-09-13,0,0,9,992.3,23.3
1947-09-14,0,0,7.9,992.4,23.2
1947-09-15,0,0,9,995.8,24
1947-09-16,0,0,8.8,991.9,22.6
1947-09-17,0,0,8.8,994.2,21.8
1947-09-18,0,0,8.7,993.6,21.9
1947-09-19,0,0,8.7,993.4,21.6
1947-09-20,0,0,8.7,993,22.6
1947-09-21,1.2,1,4.4,999.4,18.6
1947-09-22,0.7,1,0.9,1002.4,13.1
1947-09-23,0.5,1,0,989.8,11.7
1947-09-24,2.3,1,0,988.6,9.6
1947-09-25,0,0,0,988,12.8
1947-09-26,0,0,6.3,985.4,18.4
1947-09-27,0,0,1.2,992.4,16.2
1947-09-28,0,0,8.3,996,17.9
1947-09-29,2.3,1,2.6,993,14.8
1947-09-30,0,0,4.5,1000.2,8.8
1947-10-01,0,0,7.1,1001.4,7.7
1947-10-02,0,0,1.3,999.5,8.1
1947-10-03,0,0,8.5,1003.4,8.1
1947-10-04,0,0,8.1,1003.1,8.1
1947-10-05,0,0,8.5,998.2,11.7
1947-10-06,0,0,8.2,994.6,11.8
1947-10-07,0,0,5.6,994.4,14.1
1947-10-08,0,0,8,993.2,14.6
1947-10-09,0,0,7.7,993.2,14.4
1947-10-10,0.6,1,0,999.5,13.1
1947-10-11,0,0,6.5,1006.7,12.2
1947-10-12,0,0,7.9,1007.1,12.8
1947-10-13,0,0,8.1,1002.2,11.7
1947-10-14,0,0,7.5,995.4,11.4
1947-10-15,0.3,1,0,994.2,10.9
1947-10-16,0.4,1,0,996.2,10.2
1947-10-17,2.5,1,0,995.1,10.8
1947-10-18,0,0,8.5,1001.8,5.6
1947-10-19,0,0,7.7,1006.6,3.6
1947-10-20,0,0,8.4,1004.7,4.8
1947-10-21,0,0,8.2,999.1,4
1947-10-22,0,0,7.3,994.6,5
1947-10-23,0,1,3.4,991.6,7.9
1947-10-24,0,0,0,989.4,6.7
1947-10-25,0,0,7.3,991.8,4.4
1947-10-26,0,7,4.9,992.4,0.7
1947-10-27,0,0,7.9,991.6,2
1947-10-28,0,0,2.4,991.4,2.4
1947-10-29,0,0,0.1,990.4,5.1
1947-10-30,0,0,3.4,986.3,6.3
1947-10-31,0,1,0,984.3,4.6
1947-11-01,0,0,0,992.8,9.5
1947-11-02,0,0,2.7,992,8.9
1947-11-03,0,1,0,991,5.8
1947-11-04,8.2,1,5.1,995.4,7.7
1947-11-05,0.3,1,1.8,993.8,8.4
1947-11-06,0,1,1.5,998,7.9
1947-11-07,0.6,1,0.3,1000.8,7.6
1947-11-08,0,1,1.4,997.2,8.2
1947-11-09,7.3,1,3.7,993.1,9
1947-11-10,7.9,1,0,983.9,10
1947-11-11,2.5,1,0,987.1,11
1947-11-12,0.6,1,0,980.8,11.9
1947-11-13,6.6,1,0,980.7,7.6
1947-11-14,9.3,1,0.5,986.6,6.3
1947-11-15,2.5,1,0,979.4,5.2
1947-11-16,0,0,2.4,988.3,3
1947-11-17,1.7,7,3,987,0.2
1947-11-18,0,0,0,982.4,-1.8
1947-11-19,6.2,8,0,985.2,-0.3
1947-11-20,0.1,1,0,999.9,2.8
1947-11-21,0,0,0.5,1002.6,11.7
1947-11-22,0.6,1,0.1,999.5,13.1
1947-11-23,1.1,1,0.1,993.5,12.9
1947-11-24,0,1,3.6,991.8,6.4
1947-11-25,3.5,8,0.5,979.1,3.9
1947-11-26,3,8,0.5,977.5,1.2
1947-11-27,0,7,4,981.5,-1.2
1947-11-28,0.5,7,0,973.9,-0.4
1947-11-29,0,7,0,971.4,1.9
1947-11-30,0,0,2.5,973.4,2.1
1947-12-01,0,0,1.4,974.2,-0.9
1947-12-02,0,1,0,965.5,1.2
1947-12-03,0.3,7,1.4,969.1,1
1947-12-04,0.4,8,0,973.8,1
1947-12-05,0,0,5.3,977.6,2.9
1947-12-06,0,0,0,980.6,0.6
1947-12-07,0.2,1,0,984.4,1.2
1947-12-08,0,0,0,986,3.3
1947-12-09,0,1,0,993.2,3.2
1947-12-10,0,0,1.9,1004.8,2.2
1947-12-11,0.1,1,0,1006.7,0.8
1947-12-12,4.8,8,0,999.6,2.3
1947-12-13,0.3,1,0,995.6,4.4
1947-12-14,0,0,1.8,1000,0.8
1947-12-15,6.3,7,2,1002,-0.6
1947-12-16,0,8,0,999.9,-2.3
1947-12-17,1.5,7,0,996.3,-0.8
1947-12-18,0,0,1.9,996.4,-5.6
1947-12-19,2.8,7,0,994,-5.7
1947-12-20,0.1,1,0,997.6,-1.2
1947-12-21,2.9,1,0,994.3,2.7
1947-12-22,7.4,1,0,988.6,5.6
1947-12-23,3.2,1,0,992,6.8
1947-12-24,0.2,1,0,995.5,5.3
1947-12-25,5.2,1,0,987.4,4.5
1947-12-26,2.9,1,0,980.4,4.3
1947-12-27,15,1,0,977.1,6.7
1947-12-28,52.4,1,0,969.6,7.3
1947-12-29,9.1,8,0,970.4,2
1947-12-30,1,7,3.4,973.4,0.8
1947-12-31,0,7,6.1,988.3,-2.6
1948-01-01,7.3,8,0,992.7,1
1948-01-02,4.1,1,0.9,987.9,7.9
1948-01-03,2,1,0,990.2,11.8
1948-01-04,0,0,0.5,987.4,8.8
1948-01-05,1.5,1,0,976.2,7.8
1948-01-06,3.5,1,5.4,980.2,2.9
1948-01-07,4.9,1,0,961.6,8.3
1948-01-08,0.4,1,1.6,970,4.8
1948-01-09,0.3,1,4.4,982.7,3.2
1948-01-10,0.6,1,0,981.8,4.9
1948-01-11,0,0,1.6,986.6,4.3
1948-01-12,9.7,1,0.7,985.5,7.8
1948-01-13,26.5,1,0,982.7,11.2
1948-01-14,19.6,1,0,983,3
1948-01-15,0.1,1,0,977.4,3
1948-01-16,0,0,0,979.9,2.1
1948-01-17,0.6,7,0.7,983.9,1.5
1948-01-18,2.7,8,0.2,975.1,2.1
1948-01-19,0.3,8,2.3,969.1,1.8
1948-01-20,0,1,0.3,970.8,0.8
1948-01-21,0,0,0,978.8,-0.6
1948-01-22,1.7,8,0,974.7,0.7
1948-01-23,1.6,8,3.9,977.2,2.2
1948-01-24,2.6,8,0,978.6,1.4
1948-01-25,0,0,0.9,978.4,0
1948-01-26,0,0,0,974.2,-1.5
1948-01-27,1.2,1,3.5,970,1.9
1948-01-28,1.9,1,0.5,975.8,3.9
1948-01-29,0.3,1,4.8,976.2,7.2
1948-01-30,3.4,1,2.1,985.6,8.2
1948-01-31,17,1,0,988.4,10.4
1948-02-01,0.2,1,3.3,999.8,7
1948-02-02,0.2,1,2,999.2,8.8
1948-02-03,15.5,1,0,990.7,9.4
1948-02-04,0,1,3.7,989.9,4.9
1948-02-05,0,1,0,993,5.2
1948-02-06,3,1,0,986.7,4.8
1948-02-07,5,1,1,994.8,4.1
1948-02-08,2.4,1,0,990.2,9.4
1948-02-09,1,1,1.1,986.6,7.6
1948-02-10,1.4,1,0,991.9,5.5
1948-02-11,1.1,1,0.2,990,6.6
1948-02-12,1.8,1,0,989.6,5.5
1948-02-13,0.1,1,0.6,998.2,3.8
1948-02-14,0.8,1,0,999.2,5
1948-02-15,4.5,8,0,990.8,6.9
1948-02-16,0.1,7,0.6,998.8,0.3
1948-02-17,0,7,4.3,1001.9,-1.9
1948-02-18,0.8,7,3.4,1001.2,-3.7
1948-02-19,0,0,7.4,996,-7.6
1948-02-20,0,0,7.4,993.4,-8.5
1948-02-21,0,0,8.3,990.7,-4.8
1948-02-22,2.9,8,0,982.2,-4.4
1948-02-23,2.2,7,0,987.9,-5.4
1948-02-24,0,0,3.5,999.4,-6.3
1948-02-25,0,0,7.2,1001.8,-5.7
1948-02-26,0,0,8.8,1002.3,-2.5
1948-02-27,0,0,8.8,1002.2,0
1948-02-28,0,0,8.1,1004.3,0.5
1948-02-29,0,0,1.7,1007.5,1
1948-03-01,0,0,2.3,1010.2,2.9
1948-03-02,0,0,7.6,1011,2.8
1948-03-03,0,0,6.9,1011.8,2.4
1948-03-04,0,0,8.2,1011.2,4.2
1948-03-05,0,0,8.4,1009.4,5.6
1948-03-06,0,0,8.3,1007.4,5.2
1948-03-07,0,0,8.4,1008.6,7.2
1948-03-08,0.2,1,0.2,1010.6,10.6
1948-03-09,0,1,0.3,1009.1,10.8
1948-03-10,0,1,6.2,1005.8,11.1
1948-03-11,0,1,0.5,1007.1,7.6
1948-03-12,0,0,0,1008.6,8.3
1948-03-13,0,1,3.2,1008.4,7.8
1948-03-14,0,1,6.9,1012,5.1
1948-03-15,0.3,1,2.1,1003.2,7.5
1948-03-16,8.3,8,0,992.4,8.8
1948-03-17,7.9,8,1.7,991.6,4.4
1948-03-18,2.7,1,0,987.1,7
1948-03-19,0.2,1,3.4,999.5,5.8
1948-03-20,0,1,1.8,1001.6,9.4
1948-03-21,0,0,6.6,996.8,10.9
1948-03-22,0,0,2.8,992.6,8.6
1948-03-23,0.2,1,2.2,997.9,4.5
1948-03-24,0,0,9.4,1003.9,3.8
1948-03-25,0,0,7.1,1001.5,7.4
1948-03-26,0,0,5.2,1000.4,7.4
1948-03-27,0,0,9.1,1001.5,6.2
1948-03-28,0,0,10.3,1000.2,7
1948-03-29,0,0,10.3,996.3,8.7
1948-03-30,0,0,10.1,985.4,10.9
1948-03-31,0.2,1,2.7,983.9,10.7
1948-04-01,1,1,0,980.2,8.3
1948-04-02,0,1,4.8,985.1,9.1
1948-04-03,0.5,1,0,980.4,7.5
1948-04-04,0,0,6.7,983.2,10.1
1948-04-05,4,1,0.7,974,9.6
1948-04-06,0.4,1,4.2,979.6,5.8
1948-04-07,0,0,4.2,986.3,7.5
1948-04-08,0.9,1,0.3,982,8.4
1948-04-09,0.2,1,4.2,988.2,7
1948-04-10,0,0,3.3,992.6,7.2
1948-04-11,0,0,3.2,995.2,7.5
1948-04-12,0,0,3.9,999.6,8.1
1948-04-13,0,0,9,999,9.9
1948-04-14,0.1,1,5.6,993.1,10.3
1948-04-15,0.2,1,0.8,991.8,8.1
1948-04-16,0,1,5.6,987.4,12.3
1948-04-17,0,0,10.5,984.4,18.2
1948-04-18,0,0,11,986,18.4
1948-04-19,2,1,5.8,985.2,16.2
1948-04-20,6.2,1,9.4,986.2,15.6
1948-04-21,0,0,10.6,987.4,16.1
1948-04-22,0,0,11.8,985.4,17
1948-04-23,6.2,1,5.7,985.6,14.3
1948-04-24,0,0,10.2,990.6,15.2
1948-04-25,0,0,8.9,997.9,12.2
1948-04-26,0,0,10.5,1005.1,11.8
1948-04-27,0,0,10.8,1000,12
1948-04-28,0,0,11.9,985.5,15.6
1948-04-29,0,1,5.3,976.8,16.6
1948-04-30,3.8,1,0.9,972.6,10.4
1948-05-01,0.4,1,6.4,979.2,9.4
1948-05-02,5.1,1,4.5,978.4,13
1948-05-03,0,1,0.9,982.4,9.6
1948-05-04,0,0,1.2,987,12
1948-05-05,0,0,1.2,990,14.6
1948-05-06,5.8,1,6,992.3,16
1948-05-07,0,0,8.3,998.4,17.2
1948-05-08,0,0,7.9,996.2,16.8
1948-05-09,0,1,11.4,987.9,18.2
1948-05-10,0,0,9.6,981.8,19.6
1948-05-11,8,1,9,983.6,17.6
1948-05-12,1.1,1,10.5,986.7,18.6
1948-05-13,3,1,2.5,989.4,16.4
1948-05-14,0,0,11.4,994.8,16.6
1948-05-15,0,0,9,995.8,19
1948-05-16,0,0,12.6,994.4,19.6
1948-05-17,0,0,13.3,996,18.5
1948-05-18,0,0,13.3,997.4,14.4
1948-05-19,0,0,10.4,991,14.2
1948-05-20,0,1,10.4,984.8,14.1
1948-05-21,0,0,12.2,988.3,13.4
1948-05-22,0,0,12.4,988.3,14.2
1948-05-23,0,0,11.3,983.6,16
1948-05-24,0,0,8.3,982.3,17.4
1948-05-25,0.6,1,6,987.1,16.4
1948-05-26,6.1,1,5.4,986.8,14.6
1948-05-27,0.1,1,12.1,988.3,13.6
1948-05-28,7.2,1,1.4,981.4,14.2
1948-05-29,0.7,1,3.7,985.1,13.4
1948-05-30,1.2,1,2.7,987.9,10.3
1948-05-31,0,0,7.8,991.5,12.7
1948-06-01,11.8,1,5.1,983.8,13
1948-06-02,1.5,1,4,983.4,14.2
1948-06-03,0.4,1,6.4,980.3,10.1
1948-06-04,0.8,1,3,984.4,11
1948-06-05,0,1,1.5,994.4,14.2
1948-06-06,0,0,10.4,994,17.5
1948-06-07,0,0,9.2,995,19.6
1948-06-08,0,0,13.2,994,20.3
1948-06-09,0,0,13.2,991.5,22.4
1948-06-10,0,0,13.5,990,23.8
1948-06-11,0,0,12.3,989.2,24.6
1948-06-12,0,1,10.5,987.9,23.5
1948-06-13,0,0,13.9,989.5,23.4
1948-06-14,0,0,13.8,990.6,21.5
1948-06-15,1.4,1,10.3,987,21.9
1948-06-16,0.6,1,6.5,988.6,18.6
1948-06-17,1.9,1,5.9,989,19.5
1948-06-18,1.1,1,7.5,989.9,16.7
1948-06-19,1.2,1,0.5,984.4,13.8
1948-06-20,1.4,1,2.6,983.9,13.4
1948-06-21,1,1,8.3,992.4,14.5
1948-06-22,9.1,1,2.4,988.7,12.6
1948-06-23,10.1,1,2.5,990.4,11.8
1948-06-24,0,0,5.7,995.8,14.2
1948-06-25,0,0,8.2,995.2,13.4
1948-06-26,0.1,1,9.7,995.2,16.4
1948-06-27,12.9,1,3.6,989.6,16.9
1948-06-28,15.8,1,5.9,982.2,12.6
1948-06-29,8.4,1,2.1,983.9,11.1
1948-06-30,1.9,1,0.4,985.1,11
1948-07-01,2.3,1,0.9,986.8,11.4
1948-07-02,1,1,0.1,995.2,12.2
1948-07-03,0,0,2.8,1001,13.2
1948-07-04,0.8,1,9.1,994.8,16
1948-07-05,1.3,1,2.6,981.4,13.5
1948-07-06,8.7,1,2.4,985.9,15
1948-07-07,1.5,1,0.4,992,14.3
1948-07-08,12.6,1,6,983.9,12.3
1948-07-09,23.4,1,1.2,984.3,11.6
1948-07-10,3.5,1,1.3,984.8,12.7
1948-07-11,0,0,7.4,986.8,15.3
1948-07-12,6.7,1,0.9,983.4,13.9
1948-07-13,0.3,1,4.9,981,15.4
1948-07-14,0,1,2.2,984.7,15.5
1948-07-15,0,1,6.3,984,15
1948-07-16,0.2,1,4.1,986.7,13.6
1948-07-17,0.1,1,5.6,990.2,13.8
1948-07-18,17.6,1,0,986.4,14.8
1948-07-19,0,0,8.4,990.7,17.8
1948-07-20,0,0,9.4,991.5,21.3
1948-07-21,0,0,11.5,991,23.6
1948-07-22,14.3,1,2.1,994.3,17
1948-07-23,0,0,9.8,997,16.6
1948-07-24,11.6,1,2.7,992.2,16.3
1948-07-25,0,1,2.8,997.6,18.6
1948-07-26,0,0,12.2,998,23.3
1948-07-27,0,0,12.1,995.8,24.9
1948-07-28,0,0,12.7,992.6,24.2
1948-07-29,0,0,12.9,989.9,23.4
1948-07-30,0,0,12.7,991.5,22.6
1948-07-31,0,0,12.5,993.6,22.9
1948-08-01,0,0,12.1,990.7,23.9
1948-08-02,1.3,1,7.5,985.2,21.4
1948-08-03,0,1,10.1,988.2,20.4
1948-08-04,0,0,7.9,990.3,17.8
1948-08-05,3.2,1,4.4,988.2,18.2
1948-08-06,0.4,1,6.6,985.8,19.5
1948-08-07,8.4,1,1.6,980.4,20.2
1948-08-08,6.1,1,2.1,980,16.4
1948-08-09,0,0,10.8,985.4,18.5
1948-08-10,0.5,1,0.5,986.2,17
1948-08-11,1.5,1,4.4,987.6,16.1
1948-08-12,8.4,1,0.6,979.9,15
1948-08-13,4,1,5.5,982,12.3
1948-08-14,1,1,4.6,986.2,14.6
1948-08-15,0.1,1,5.8,993.6,16.9
1948-08-16,0,0,9.1,992.6,19.5
1948-08-17,1,1,3.3,988.3,19
1948-08-18,0.5,1,11.1,985.5,17.8
1948-08-19,3.3,1,2.5,981.4,15.2
1948-08-20,0,0,7.4,991.5,15.1
1948-08-21,0,1,9.4,993.8,15.9
1948-08-22,9.2,1,0,989.8,17
1948-08-23,0,1,8.6,991.6,17
1948-08-24,0.7,1,1.6,991.4,17.8
1948-08-25,0.1,1,0.7,991.2,20.2
1948-08-26,0,0,8.1,991.8,17.2
1948-08-27,0,0,7.9,995.9,13.8
1948-08-28,0.2,1,8.7,996,14
1948-08-29,0,0,8.1,999.2,14.2
1948-08-30,0,0,10.5,999.8,14.3
