MESS_DATUM,RSK,RSKF,SDK,PM,TMK
1957-12-05,0,0,0,997.9,2
1957-12-06,0,1,3.7,993,0.6
1957-12-07,3.4,8,0,982,-0.3
1957-12-08,6.2,1,0.9,961.1,7.6
1957-12-09,16.6,1,0,965.8,3.1
1957-12-10,0.1,8,3.9,974.7,-0.1
1957-12-11,0,0,0.4,962.8,1
1957-12-12,0,0,1.7,959.1,2
1957-12-13,10.2,1,0.1,956.3,2.6
1957-12-14,0.2,1,0,965.6,0.8
1957-12-15,0,0,0,983.9,-1.8
1957-12-16,0,0,0,989.8,-3.2
1957-12-17,0,1,0,989.2,-2.2
1957-12-18,0.4,7,0,990.8,-1.8
1957-12-19,0,1,0,997,2.6
1957-12-20,0,0,4.8,1002.4,0.8
1957-12-21,0,1,0,999.2,0.5
1957-12-22,0,7,0.8,993.2,0.8
1957-12-23,0.5,8,2.3,982.8,0.8
1957-12-24,0,0,4.5,982.6,-0.8
1957-12-25,0,0,6.5,988.6,-1.3
1957-12-26,0,0,2.4,996.6,-3.4
1957-12-27,0.1,7,0,996.2,-5.8
1957-12-28,0.4,7,0,989.5,-1.6
1957-12-29,0.1,1,1.5,983.9,1.4
1957-12-30,3.8,1,0.4,977.1,3
1957-12-31,0.2,1,0,976.6,4
1958-01-01,0,1,0.7,974.2,4.9
1958-01-02,0.1,1,0,979.5,1.6
1958-01-03,0,0,2.6,994.6,-3.6
1958-01-04,1.3,8,4.1,994.2,-4.3
1958-01-05,3.1,1,0,975.2,2.7
1958-01-06,19.6,8,1,967.1,6.7
1958-01-07,1.4,8,2.3,961.9,3.7
1958-01-08,3,8,0.6,984.7,1.6
1958-01-09,13.3,8,0,972,2.6
1958-01-10,0.1,8,1.7,972.2,2.8
1958-01-11,0.3,8,1.9,954.7,5
1958-01-12,6.6,8,0,966.6,2.3
1958-01-13,4.6,8,0,981.4,2.5
1958-01-14,0.2,1,0,993.2,2
1958-01-15,0,7,0,1000.2,1.8
1958-01-16,0,0,0,1001.4,0.8
1958-01-17,0.2,1,0,994.8,1.3
1958-01-18,1,1,1,984.8,2.7
1958-01-19,6.4,8,0,968.2,2
1958-01-20,0.9,7,2.1,970.3,-2.8
1958-01-21,0,7,4.6,975.1,-1.9
1958-01-22,0.1,7,0,971.6,-0.6
1958-01-23,0,0,2.9,979.1,-3.4
1958-01-24,4,7,0,982.4,-3.8
1958-01-25,0,0,5.9,996.8,-3
1958-01-26,0,1,2.3,996.7,-3.1
1958-01-27,0.1,1,0,1000.6,-1.2
1958-01-28,0,0,8.7,997.9,-4
1958-01-29,0,0,6.6,996.2,-6.9
1958-01-30,0,0,0.4,999.4,-5
1958-01-31,0,0,0.7,1000.2,-1.4
1958-02-01,0,7,0,998,-3.2
1958-02-02,0,1,0,999.2,-1.8
1958-02-03,0.4,1,4.9,999.5,1.2
1958-02-04,3.8,8,5.1,994.4,-1.3
1958-02-05,11.8,8,0,974.2,3
1958-02-06,6.4,8,0,971.1,0
1958-02-07,4,7,1.4,971.9,-2.8
1958-02-08,6,8,0,969.8,3
1958-02-09,1.4,1,3.2,977,7.2
1958-02-10,0,0,4.7,976.2,7.4
1958-02-11,10.8,1,0.7,973.6,6.8
1958-02-12,1,1,1.3,978.4,10.6
1958-02-13,1.2,1,0,988.7,9
1958-02-14,0,0,7.1,994.8,14.7
1958-02-15,0,0,3.6,995,13.3
1958-02-16,2.4,1,0.8,980.7,9.9
1958-02-17,0,8,6.4,977.6,2.1
1958-02-18,0.7,7,5.6,978,-1.6
1958-02-19,5.3,7,6.5,981.9,-1.2
1958-02-20,9.7,8,0.8,976.3,1.7
1958-02-21,15.4,8,2.2,974,3.3
1958-02-22,0.1,7,8.8,975.8,-0.6
1958-02-23,17.4,8,1.4,972.8,0.9
1958-02-24,10,1,0,970.2,4
1958-02-25,0.3,1,0.6,964.7,8.2
1958-02-26,3.7,8,0,970.2,-0.6
1958-02-27,0,0,7.6,987.1,-3.4
1958-02-28,0,0,8.5,991.9,-1.7
1958-03-01,0,0,8.7,986.3,-1.9
1958-03-02,0,8,0,984.4,1.9
1958-03-03,0,0,0,992.2,2
1958-03-04,0,0,4.4,996.3,2.6
1958-03-05,0.4,1,8.6,988.4,4.6
1958-03-06,5.9,8,0.3,978.6,2
1958-03-07,0.6,7,6.2,977.2,-0.2
1958-03-08,1.7,8,2.7,971.5,-0.4
1958-03-09,14.4,7,1.7,967.8,-2.2
1958-03-10,0.9,7,0,971.1,-4.2
1958-03-11,0,0,5.1,971.6,-6
1958-03-12,0.2,7,6.1,979.2,-4.2
1958-03-13,6.1,7,0,974.4,-3.2
1958-03-14,0.7,7,5.1,979.1,-2.3
1958-03-15,0,0,8.1,984.2,-3.6
1958-03-16,0,7,8.4,985.6,-2.7
1958-03-17,0,0,8.1,983.5,-2.3
1958-03-18,0,0,8.5,981.8,-2.3
1958-03-19,0,7,0.4,979.1,-0.6
1958-03-20,0,7,1.8,981.5,-2.1
1958-03-21,0.1,7,5.9,991.5,-3.7
1958-03-22,0,7,8.5,994.2,-4.6
1958-03-23,0,7,8.9,990.8,-3.3
1958-03-24,0,0,9.2,983.4,-0.1
1958-03-25,0,0,6.6,974.6,3.4
1958-03-26,0,1,4.9,972.8,5.4
1958-03-27,4.3,1,7.2,969.6,9.4
1958-03-28,5.5,1,4.4,972.8,9.6
1958-03-29,0,0,6.7,975.1,10.6
1958-03-30,0,0,7.2,979,6.6
1958-03-31,0,0,3,984.8,1
1958-04-01,0,0,10.4,983.2,1
1958-04-02,0,0,11.1,983.2,2.1
1958-04-03,0,0,7.2,975.4,8.4
1958-04-04,4.5,1,7.5,971.6,10.7
1958-04-05,0.3,1,4.4,974.3,6
1958-04-06,2.7,1,0,978,6.5
1958-04-07,1.4,8,0.3,984.4,2.4
1958-04-08,0.6,8,4.8,985.5,2.4
1958-04-09,0.5,8,5.3,985.9,2.3
1958-04-10,3.7,7,6.9,984.7,-0.4
1958-04-11,0,7,7.1,988.4,1
1958-04-12,0,0,11.8,989.6,1.8
1958-04-13,0,0,12.5,985,6.5
1958-04-14,0,1,8.3,976.7,10.6
1958-04-15,0,0,9.7,972,10.2
1958-04-16,0.3,1,0,975,6.2
1958-04-17,0.9,8,7,985.8,3.4
1958-04-18,0,0,7.6,988.2,5.2
1958-04-19,0,1,0.9,990.2,8.8
1958-04-20,0,0,3.8,993.1,12.3
1958-04-21,0,0,8.1,988.6,12.1
1958-04-22,1.1,1,1.4,983.6,7
1958-04-23,0,0,8.6,986.6,6.5
1958-04-24,0,0,12.5,987.8,9.1
1958-04-25,0.1,1,8.8,984.4,9.2
1958-04-26,9.3,1,0.8,982.6,9
1958-04-27,2.5,8,5.1,977.8,7
1958-04-28,3,1,8.6,984.6,7
1958-04-29,0,0,0,993.4,8.6
1958-04-30,0,0,1.1,999.8,11.3
1958-05-01,0,0,12.6,999.5,14.5
1958-05-02,0,1,11.3,992.4,15.6
1958-05-03,0.7,1,7.7,987.4,12.5
1958-05-04,0,0,13.7,990.6,9.2
1958-05-05,2.9,1,9.9,985.8,14.2
1958-05-06,6.6,1,3.6,984.4,13.4
1958-05-07,0,1,4.3,988.4,14.6
1958-05-08,1.2,1,6.8,985.6,20.4
1958-05-09,7.8,1,7.1,987.5,18.4
1958-05-10,0.9,1,2.5,985.1,17.2
1958-05-11,0,1,8.7,982.7,18
1958-05-12,1.3,1,2.2,984.4,11.7
1958-05-13,0.6,1,6.8,988.4,13.1
1958-05-14,1.8,1,4,979.1,18
1958-05-15,2.1,1,2.7,976,13
1958-05-16,7.1,1,1.8,968,9.7
1958-05-17,0,1,8.8,987.6,9.8
1958-05-18,0,0,3.6,990.4,14.2
1958-05-19,0,0,7.3,991.4,15.8
1958-05-20,0,0,12.6,983.1,18
1958-05-21,2.5,1,5.1,985.5,11.3
1958-05-22,0,1,3.4,987.6,12.8
1958-05-23,0,0,8.9,982.6,16.1
1958-05-24,2,1,10.6,980.7,18.6
1958-05-25,0,0,11.8,980.2,22
1958-05-26,0,0,9.8,984.6,17.2
1958-05-27,4.3,1,2.8,985.5,15.2
1958-05-28,0.5,1,3.2,987.2,11.1
1958-05-29,0,0,11.4,988.8,14.4
1958-05-30,2.3,1,2.8,984,14
1958-05-31,0,0,9.6,987.6,15.2
1958-06-01,0,0,13.9,986.8,18.6
1958-06-02,0.6,1,13.8,984.8,20.9
1958-06-03,1.5,1,1.9,985.5,14.9
1958-06-04,0,1,7.6,987.5,13.2
1958-06-05,0,0,5.8,987.5,14.2
1958-06-06,0,1,11.1,985.6,15.3
1958-06-07,5.6,1,0.7,988.2,15
1958-06-08,0,0,11.5,988.6,16.3
1958-06-09,0,0,12.4,984.3,15.7
1958-06-10,0,0,8.6,980.3,16.2
1958-06-11,0,0,2.2,985.4,12.7
1958-06-12,0.5,1,2,989.8,12.6
1958-06-13,0,0,9.5,992.3,14.7
1958-06-14,0,0,8.3,994.7,14.8
1958-06-15,0,0,15.3,993.4,17.2
1958-06-16,0,0,14.7,989.4,19
1958-06-17,0,0,13.2,984.6,21.9
1958-06-18,5.9,1,5.6,987.6,17.3
1958-06-19,1.5,1,1.2,986.6,15.2
1958-06-20,8,1,0,974.2,15.3
1958-06-21,0,0,5.2,973,15
1958-06-22,2.1,1,10.4,975.9,14.8
1958-06-23,0.6,1,10.4,979.1,14.2
1958-06-24,19.7,1,1.1,979.4,12.8
1958-06-25,0,1,10.3,984.8,14.3
1958-06-26,3.9,1,2.7,972.8,16.6
1958-06-27,15.1,1,0,968.7,12
1958-06-28,1.8,1,0.5,979.5,13.5
1958-06-29,0,0,0.7,981.5,15.6
1958-06-30,0,0,10.2,979.6,18.4
1958-07-01,2.3,1,10.9,976.6,19.7
1958-07-02,6.9,1,5.2,977.1,16.6
1958-07-03,12.4,1,0,979,14.3
1958-07-04,1.4,1,10,980.2,15.2
1958-07-05,6,1,0,983.2,14.4
1958-07-06,0.3,1,3.7,986.2,17
1958-07-07,0,0,7.6,991.1,16.4
1958-07-08,0,0,4.7,995.1,15.2
1958-07-09,0,0,10.6,991.1,16.8
1958-07-10,0,0,12.6,985.4,20
1958-07-11,0,0,11.5,981.9,21.8
1958-07-12,2,1,9.6,982.8,22
1958-07-13,0,1,10.5,983.8,22.8
1958-07-14,0,0,14.4,988.3,18.4
1958-07-15,0.3,1,11.6,985.1,22.9
1958-07-16,0.8,1,5.5,981.2,20.9
1958-07-17,0.1,1,3.9,992.8,14.3
1958-07-18,0,0,14.4,993.1,17.4
1958-07-19,0,0,13.9,988.3,20
1958-07-20,6.6,1,9.6,981.6,19.5
1958-07-21,0.5,1,8.1,979.1,15.5
1958-07-22,0.5,1,5.2,972.2,15.8
1958-07-23,1.4,1,7.1,976.3,14.2
1958-07-24,0,1,9.9,982.6,14.8
1958-07-25,0,0,8.3,991.1,15.3
1958-07-26,0,1,8.4,986.7,17.8
1958-07-27,0.1,1,3.6,985.6,20.1
1958-07-28,8.8,1,3.3,981.5,20.7
1958-07-29,4.7,1,8.4,983.5,20.2
1958-07-30,0,1,8.8,989.2,18.4
1958-07-31,0,0,13.3,991.8,19.9
1958-08-01,9.5,1,11.6,986.6,19.9
1958-08-02,0,1,6.3,990,18.2
1958-08-03,0,0,6.7,994.2,14.8
1958-08-04,0,0,12.6,994.6,16.8
1958-08-05,0,0,11.8,989.1,19.5
1958-08-06,4.5,1,4.4,981.8,17.1
1958-08-07,0,1,4.9,980.8,16.2
1958-08-08,0.4,1,5.7,984.4,17.4
1958-08-09,0.1,1,4.3,987.4,20.3
1958-08-10,0,1,11.4,987.6,23.2
1958-08-11,5.2,1,8.4,982.2,23.7
1958-08-12,0,1,8.6,982.7,17.9
1958-08-13,2.2,1,7.6,986.2,16.4
1958-08-14,25.3,1,0.4,984.3,16.3
1958-08-15,0,0,12.1,985.1,19.7
1958-08-16,0.8,1,8.3,983.2,20
1958-08-17,0,0,6.1,985.6,18.1
1958-08-18,0,1,9.3,980,21.6
1958-08-19,15.5,1,6.7,975.9,20
1958-08-20,0.3,1,9.1,976.2,17.3
1958-08-21,7.6,1,2.9,973,16.2
1958-08-22,0.9,1,10.1,971.8,17
1958-08-23,5.8,1,3.7,980.6,15.4
1958-08-24,2.3,1,5.6,985.1,13.7
1958-08-25,9.2,1,7.4,980.7,15.1
1958-08-26,0.4,1,5.5,986.4,14.9
1958-08-27,0.1,1,6.7,987.9,15
1958-08-28,0,0,12.1,985.1,18.3
1958-08-29,0,0,9.8,983.6,20.7
1958-08-30,0,0,10.6,983,22.2
1958-08-31,0,0,9.5,983.2,20.1
1958-09-01,0,0,12.2,983.8,18.7
1958-09-02,0,0,11.7,984.3,18.8
1958-09-03,0,0,11.5,987.5,17.6
1958-09-04,0,0,11.7,991,17.8
1958-09-05,0,0,11.7,992.6,17.3
1958-09-06,0,0,11.4,989.8,18.1
1958-09-07,0,0,8.1,990.2,20.3
1958-09-08,4.2,1,4,989.5,18.1
1958-09-09,0,0,10.9,988.7,15.5
1958-09-10,0.3,1,3.7,989,14
1958-09-11,0,0,5.1,990.7,13.1
1958-09-12,0,0,8.3,993.4,13.3
1958-09-13,0,0,10.7,995.1,15
1958-09-14,0,0,9.2,991.8,16.4
1958-09-15,0,1,7.9,986.6,18.8
1958-09-16,0,1,1.8,987.6,16.3
1958-09-17,0.3,1,2.1,989,15.8
1958-09-18,0.4,1,0.3,988.8,14.2
1958-09-19,0.1,1,1.5,989.2,13.6
1958-09-20,10.9,1,1.3,985.4,15.3
1958-09-21,0.7,1,0,983.2,15.2
1958-09-22,8,1,5.3,983.4,13
1958-09-23,1,1,1.6,988.2,12.8
1958-09-24,13.5,1,0,984.7,13.1
1958-09-25,0,1,4.8,979.8,13.8
1958-09-26,0.1,1,5.4,984.8,11.9
1958-09-27,0,1,2.4,992,12.3
1958-09-28,0,0,8.2,989.1,11
1958-09-29,0,0,8.1,981.9,14
1958-09-30,0,0,7.7,975.4,15
1958-10-01,2.4,1,0.4,969.8,12.6
1958-10-02,2.2,1,4.9,976.4,12.9
1958-10-03,0,0,8.7,984.6,12
1958-10-04,0.3,1,4.6,981.8,13.8
1958-10-05,0,1,6.5,984.8,11.8
1958-10-06,0,1,2.8,986.6,11.1
1958-10-07,0,1,0.2,993,10.6
1958-10-08,0,1,6.1,995.6,10
1958-10-09,0,1,6.7,994.4,10.8
1958-10-10,0.5,1,4.4,988.3,13
1958-10-11,0.2,1,5.7,987.2,16.3
1958-10-12,3.8,1,0,986,11
1958-10-13,1.6,1,2.3,988.3,8.6
1958-10-14,1.5,1,0.5,981.2,10.9
1958-10-15,0.4,1,5.2,983.2,12.2
1958-10-16,12.5,1,1.5,976.4,6
1958-10-17,3.8,1,0.1,977.9,7.5
1958-10-18,0,1,5.2,990,6.2
1958-10-19,11.5,1,2.8,993.9,5.3
1958-10-20,3.5,1,0,987.8,8.8
1958-10-21,2.6,1,5.5,989.4,6.8
1958-10-22,0,0,1.3,998.8,3.6
1958-10-23,0.2,1,0,1004.2,4.9
1958-10-24,0.1,1,0,1005.4,6.3
1958-10-25,0,1,0,1001.6,9
1958-10-26,0,0,0,1002.7,10.6
1958-10-27,0.2,1,5.1,999.2,8.3
1958-10-28,0,1,0,996.4,4.4
1958-10-29,0,0,0,992.8,5.8
1958-10-30,0.2,1,0.3,988.3,3.9
1958-10-31,2.6,1,2.4,984.8,5.2
1958-11-01,0.1,1,2.1,990.8,5.6
1958-11-02,1.8,1,2.3,989.4,4.4
1958-11-03,2,1,0,977.8,6.7
1958-11-04,0.7,1,0.5,982.2,7.8
1958-11-05,0,0,0.3,985.4,7.5
1958-11-06,0,0,0,989.8,6.6
1958-11-07,0,0,0.3,989.2,5.2
1958-11-08,1.2,1,0.8,981.9,5.8
1958-11-09,0,1,0,983.1,6.3
1958-11-10,3.6,1,0,980.2,4.6
1958-11-11,2.6,1,0,980,4.2
1958-11-12,0.6,1,0,979.9,4.8
1958-11-13,0.6,1,0,973.8,5.6
1958-11-14,0.9,1,0,981.9,5.6
1958-11-15,0,0,0,991.4,7
1958-11-16,0,0,2.3,996.2,7.5
1958-11-17,0,0,0.4,997.1,7.4
1958-11-18,0,0,6.6,996.6,6.9
1958-11-19,0,1,0,999.8,5.8
1958-11-20,0,1,0,1003.9,6.1
1958-11-21,0,0,0,1003.1,4.9
1958-11-22,0,0,0,999.9,4.4
1958-11-23,0,0,0,996.8,2.8
1958-11-24,0.1,1,0,993.9,3.2
1958-11-25,0,1,0,990.4,2.4
1958-11-26,0,1,0,989.8,0.4
1958-11-27,0,1,0,993.6,3.4
1958-11-28,0,1,0,993.5,2.5
1958-11-29,0,1,0,990.7,0.9
1958-11-30,0,7,0,987,-0.2
1958-12-01,0,0,3.5,992.4,0.5
1958-12-02,0,7,6.1,996.3,-3.6
1958-12-03,0,7,1.1,995.2,-3
1958-12-04,0,0,6.1,993.2,-5.3
1958-12-05,0.2,1,0,985.9,-1.4
1958-12-06,0,7,2.1,982.6,0.8
1958-12-07,0,0,0,984.8,-3.7
1958-12-08,0,0,0,983.2,-3
1958-12-09,5.7,8,0,976.7,1.8
1958-12-10,6.2,8,0.1,971.4,1.8
1958-12-11,3.4,1,3,962.6,2.8
1958-12-12,2.6,1,0,966.2,4.1
1958-12-13,6.6,1,0,953.9,6.6
1958-12-14,0.5,1,0.5,956.2,2.8
1958-12-15,0.4,1,1.1,956.6,4.2
1958-12-16,2.5,1,3.6,954.8,7
1958-12-17,3.2,1,0.1,960.7,6.2
1958-12-18,0,1,1.8,971.8,5.4
1958-12-19,1.8,1,1.5,970,4.8
1958-12-20,0.2,1,1.4,967.1,3.1
1958-12-21,0.8,1,4.5,971.5,5.2
1958-12-22,3.2,1,0,976.4,5
1958-12-23,0,0,0,978,3.8
1958-12-24,12.6,1,0,977.6,4.4
1958-12-25,1.1,1,0,982,3.4
1958-12-26,0.1,8,0,989.1,1.9
1958-12-27,11.1,8,0,979,4.5
1958-12-28,5.1,1,0,984,6.4
1958-12-29,0.5,1,1,990.4,6.2
1958-12-30,0.3,1,0.8,989.4,7.5
1958-12-31,0.8,1,0.8,984.2,4.7
1959-01-01,0,0,5.3,987.8,4.2
1959-01-02,2.4,1,0,973,3.6
1959-01-03,0.5,7,2.7,973.2,1.4
1959-01-04,1.5,7,0.1,971.1,-0.6
1959-01-05,2.6,7,0,981.9,0.4
1959-01-06,9.7,8,0,973.9,1.3
1959-01-07,1.7,1,0.9,967.2,4.9
1959-01-08,3.1,7,0,967.4,-0.1
1959-01-09,2.3,7,2.9,973.4,-1.3
1959-01-10,3.2,7,0,974.6,-3.8
1959-01-11,0.2,7,3.2,975,-4.2
1959-01-12,3.5,7,1.1,968.4,-1.8
1959-01-13,2.6,7,0.7,971,-0.9
1959-01-14,0.4,7,0.9,972.6,-1.2
1959-01-15,0,7,0.8,975.6,-3
1959-01-16,0,7,2.9,987.1,-5.7
1959-01-17,0.1,7,0,997,-3.5
1959-01-18,0.1,7,0.3,991.5,-3.3
1959-01-19,0,0,2.1,985.2,0.3
1959-01-20,0.1,1,0,973.5,1.4
1959-01-21,0,1,2,973.2,4.9
1959-01-22,3.2,1,3.3,973.1,9.7
1959-01-23,4.4,1,0,979.2,7.2
1959-01-24,0.2,7,4.8,987.5,1.8
1959-01-25,0.1,7,5.5,996,0.4
1959-01-26,0,0,6.3,1004.3,-0.1
1959-01-27,0,0,5.9,1004.3,0.1
1959-01-28,0,0,2.9,1001.5,-1.6
1959-01-29,0,0,4.5,996.8,-2.2
1959-01-30,0,0,4.6,992,-1.9
1959-01-31,0,0,0.9,990.4,-1.2
1959-02-01,0,7,0.1,994.8,-1.1
1959-02-02,0,0,4,998.3,-1.8
1959-02-03,0,0,8.4,1001.9,-2.6
1959-02-04,0,0,7.8,1000.3,0.1
1959-02-05,0,0,6.9,998.2,-1.1
1959-02-06,0,0,4.8,996.8,-2
1959-02-07,0,0,5.1,992.4,-1.6
1959-02-08,0,0,1.2,995.6,-3.8
1959-02-09,0,0,0,1000.7,-3.7
1959-02-10,0,1,2.2,1002.8,1
1959-02-11,0,0,1,1001.4,-3.4
1959-02-12,0,0,6,1000.3,-3
1959-02-13,0,0,7.1,1007.5,-3.1
1959-02-14,0,0,6.8,1010.6,-2
1959-02-15,0,0,4.8,1012.4,-1.8
1959-02-16,0,0,0.5,1012.6,0.7
1959-02-17,0,0,2.8,1011,0.8
1959-02-18,0,0,0,1008.7,-0.8
1959-02-19,0,0,0,1004,-2.2
1959-02-20,0.4,1,3.6,993.5,4.4
1959-02-21,1.9,1,3,989,3.6
1959-02-22,0,7,2.7,993.1,1.4
1959-02-23,0,8,0.4,997.2,3.7
1959-02-24,0,0,1.2,995.6,4
1959-02-25,0,0,0.5,996.8,0
1959-02-26,0.1,1,0,999.2,-0.4
1959-02-27,0.1,1,0,1001,-0.2
1959-02-28,0.1,1,3.3,996.4,0.8
1959-03-01,0.2,1,3.7,991.9,4.3
1959-03-02,0,1,4.5,991,4.4
1959-03-03,0.3,1,3.9,985.2,7.6
1959-03-04,2.4,1,0,976.6,7.1
1959-03-05,0.3,1,0.8,975.8,8.6
1959-03-06,4.8,1,0.8,974.2,10
1959-03-07,0.8,1,0,973.2,8.7
1959-03-08,0,0,5.4,981.2,8.2
1959-03-09,0,0,3.5,987.6,4.8
1959-03-10,0,0,3.9,985.5,3.4
1959-03-11,0,0,0,979.9,4.2
1959-03-12,1,1,8.4,979.2,5.8
1959-03-13,0.2,1,0.3,989.2,3.6
1959-03-14,0,0,8,994.8,3.8
1959-03-15,3.4,1,6.1,992.2,4.3
1959-03-16,0.3,1,0,987.6,3.6
1959-03-17,0,0,6.7,987.9,2.7
1959-03-18,0,0,4.6,985.6,4.5
1959-03-19,0,0,6,988,8.6
1959-03-20,2.3,1,4.3,990.2,8.9
1959-03-21,0,1,7.6,992.7,11.9
1959-03-22,0.4,1,5.4,994,12.1
1959-03-23,1.5,1,0,995.4,11.8
1959-03-24,0,0,5.6,991.6,11.6
1959-03-25,1.7,1,4.6,983.1,10.3
1959-03-26,0.2,1,3.8,985,8.2
1959-03-27,2.1,1,8.3,982.7,9.6
1959-03-28,3.7,1,4.9,980.6,8.4
1959-03-29,3,1,4.6,981.6,6.2
1959-03-30,1.2,1,2.1,976.8,6.6
1959-03-31,0,0,9.3,988.2,8.9
1959-04-01,0,0,10.3,996.2,9.1
1959-04-02,0,0,8.5,995.6,10
1959-04-03,0,0,9.1,992,10.7
1959-04-04,0,0,10.8,984.8,12
1959-04-05,0,1,8.7,977.5,13.6
1959-04-06,13,1,5.9,969,11.9
1959-04-07,3.8,8,7.3,965.4,3.8
1959-04-08,0,1,5.8,968.8,9.1
1959-04-09,3.4,1,1.6,965.9,8
1959-04-10,1.1,1,5.4,966.2,5.3
1959-04-11,2.2,1,7.9,976.2,6.4
1959-04-12,0.1,1,0,981.2,10.1
1959-04-13,0,0,11.9,983.5,15
1959-04-14,0,0,10.1,981.2,17.3
1959-04-15,0,0,10.9,979.1,16.4
1959-04-16,0,0,8.8,967.1,16.7
1959-04-17,0,0,2.3,967.4,12.6
1959-04-18,3.7,1,3.9,971.1,12.9
1959-04-19,1.1,1,0.3,981.1,6
1959-04-20,0,0,8.9,993.1,3.2
1959-04-21,0,0,11.7,995.4,4.9
1959-04-22,0,1,8.5,993.4,7.6
1959-04-23,0.2,1,4.2,988.2,9.6
1959-04-24,0,0,7.2,988.6,9.8
1959-04-25,0,0,10.9,987,11.8
1959-04-26,2.2,1,3.9,981.2,12.6
1959-04-27,1,1,9.8,979.4,11.1
1959-04-28,2.3,1,1.6,975.6,11.4
1959-04-29,0,0,5.4,975.5,14.8
1959-04-30,0.3,1,7.7,973.6,16
1959-05-01,6.2,1,0.5,980.3,11.9
1959-05-02,0.2,1,2.6,985.8,8.7
1959-05-03,0,0,7.9,988.2,9
1959-05-04,0.5,1,4.7,985,10.5
1959-05-05,0.1,1,13,989,10.5
1959-05-06,0.7,1,1.5,990.6,9.6
1959-05-07,0,0,8.7,987.6,14.6
1959-05-08,0,0,11.6,980.6,17
1959-05-09,0,0,13.2,975.1,18.8
1959-05-10,0.5,1,13.1,978.3,19.4
1959-05-11,0,0,13.6,986.2,19.2
1959-05-12,0,0,14,992.2,15.8
1959-05-13,0,0,10,994.6,13.3
1959-05-14,6.2,1,0.9,989.2,10.5
1959-05-15,4.7,1,8.5,987.6,11.2
1959-05-16,0,1,9.8,988,13.3
1959-05-17,0.3,1,9.9,983.4,16.6
1959-05-18,4.1,1,9.3,980.2,16.3
1959-05-19,12.2,1,5.3,980.7,15.4
1959-05-20,0,0,9.3,982.3,16.7
1959-05-21,0,0,11.2,981.9,16.6
1959-05-22,0,0,8,983.1,16.8
1959-05-23,0,0,15,987.2,15.7
1959-05-24,0,0,15,988.4,15.6
1959-05-25,0,0,14.6,988.2,16.6
1959-05-26,0,0,14.1,985.1,16.2
1959-05-27,0,0,5.8,985,11.4
1959-05-28,0,0,0.7,983.4,11
1959-05-29,1,1,1.9,980.3,10.6
1959-05-30,6.6,1,0,980.2,9.4
1959-05-31,0,0,0.4,983,12.1
1959-06-01,0,1,7.5,988,15.4
1959-06-02,0,0,7.2,993.1,15.8
1959-06-03,0,0,13.5,992,18.4
1959-06-04,0,0,14,987.9,19.2
1959-06-05,0,0,14.3,983.9,19.8
1959-06-06,5,1,11.7,983.4,18.9
1959-06-07,0,0,8.9,983.9,20
1959-06-08,6.4,1,4.5,985.8,15
1959-06-09,2,1,2,984.4,13
1959-06-10,0.3,1,8.3,990,12.1
1959-06-11,0.6,1,6.8,994.3,10.5
1959-06-12,0.1,1,3.6,994.6,13.4
1959-06-13,0.4,1,1.3,994.4,17.2
1959-06-14,0,0,12.1,997.2,16.8
1959-06-15,0,0,14.5,989.4,19
1959-06-16,0,0,11.8,988.2,12.4
1959-06-17,0,0,14.9,987.4,17.8
1959-06-18,0,0,13.7,985.6,21
1959-06-19,0,0,14.5,988.3,20.2
1959-06-20,0,0,14,990.3,20.2
1959-06-21,1.1,1,12.9,988,23.2
1959-06-22,48.1,1,3.3,988.8,18.4
1959-06-23,1.8,1,2.9,989.8,19.1
1959-06-24,0,0,14,986.6,20.2
1959-06-25,0,0,11.7,983.9,20.9
1959-06-26,0,1,6,982.8,20.2
1959-06-27,0.1,1,6.2,982.2,18.1
1959-06-28,4.1,1,6,979,17.7
1959-06-29,10.6,1,1.6,975.2,13.3
1959-06-30,2.4,1,3.6,980.3,14.3
1959-07-01,0,1,3.2,989.8,15.2
1959-07-02,0.7,1,1.6,989.9,17.6
1959-07-03,0.1,1,2.8,988.6,17.4
1959-07-04,0,0,7.7,989.6,19.3
1959-07-05,0,0,14,989.5,22.1
1959-07-06,9.9,1,9.5,989.1,21.8
1959-07-07,0,0,13.2,994.6,20.7
1959-07-08,0,0,15,991.2,23
1959-07-09,0,0,14.9,987.2,25.2
1959-07-10,0,0,13.7,985.8,26.6
1959-07-11,0,0,11.9,982,26.7
1959-07-12,0,1,6.4,982,23.9
1959-07-13,0,0,14.4,985,20.1
1959-07-14,0,0,13,984.8,19.5
1959-07-15,0,0,5.5,983,20.7
1959-07-16,0,1,0,989,16
1959-07-17,0,0,10.8,991.8,19.3
1959-07-18,0,0,12.5,990,20.6
1959-07-19,0,1,10.8,988.4,22.2
1959-07-20,0,0,13.6,987.8,22.7
1959-07-21,0,1,11.8,986.7,22.6
1959-07-22,0,0,13.3,985.5,22
1959-07-23,0,0,14.3,985,22
1959-07-24,0,0,14.1,984,23.5
1959-07-25,1.2,1,8.3,984.6,21
1959-07-26,0,1,9.3,983.8,21.6
1959-07-27,0,0,11.1,983.1,23.8
1959-07-28,1.8,1,13.9,980.6,22.9
1959-07-29,3.5,1,6.1,976.2,17
1959-07-30,0.1,1,7.7,976.8,14.8
1959-07-31,5.3,1,3.9,980.4,15.6
