LONGITUDE,LATITUDE,BRIGHT_TI4,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_TI5,FRP,DAYNIGHT
13.56125,12.16634,330.4,0.6,0.53,2020-06-08,106,N,VIIRS,n,1.0NRT,296.3,4.3,N
6.0916,4.79884,308.3,0.42,0.38,2020-06-08,112,N,VIIRS,n,1.0NRT,278.6,1,N
6.08782,4.79946,308.3,0.42,0.38,2020-06-08,112,N,VIIRS,n,1.0NRT,279.2,0.9,N
10.36392,12.80031,339.8,0.55,0.42,2020-06-08,1212,N,VIIRS,n,1.0NRT,298.3,11.3,D
10.36169,12.79958,344.5,0.55,0.43,2020-06-08,1212,N,VIIRS,n,1.0NRT,299.1,7.7,D
4.88417,5.91483,329,0.75,0.77,2020-06-08,1354,N,VIIRS,n,1.0NRT,285.7,4.3,D
10.3589,12.79943,335.2,0.55,0.43,2020-06-08,1212,N,VIIRS,n,1.0NRT,299.2,11.3,D
7.00284,4.55737,331.4,0.4,0.37,2020-06-09,48,N,VIIRS,n,1.0NRT,277.2,3.3,N
7.04697,4.55407,304.6,0.4,0.37,2020-06-09,48,N,VIIRS,n,1.0NRT,275.6,1.2,N
7.00343,4.55704,330.6,0.4,0.37,2020-06-09,48,N,VIIRS,n,1.0NRT,277.6,4,N
7.04644,4.55068,323,0.4,0.37,2020-06-09,48,N,VIIRS,n,1.0NRT,280.1,1.2,N
7.04699,4.55021,311.2,0.4,0.37,2020-06-09,48,N,VIIRS,n,1.0NRT,279.7,1.4,N
7.04337,4.55078,310.7,0.4,0.37,2020-06-09,48,N,VIIRS,n,1.0NRT,280.3,1.4,N
7.04334,4.55462,305.4,0.4,0.37,2020-06-09,48,N,VIIRS,n,1.0NRT,279.8,1.2,N
6.0786,4.66211,314.5,0.44,0.38,2020-06-09,48,N,VIIRS,n,1.0NRT,275.4,1.7,N
11.97046,9.20953,336.9,0.33,0.56,2020-06-09,1154,N,VIIRS,n,1.0NRT,300.9,1.7,D
11.50813,9.31327,331.8,0.36,0.57,2020-06-09,1154,N,VIIRS,n,1.0NRT,298.1,2.7,D
6.6602,5.38973,326.5,0.46,0.64,2020-06-09,1336,N,VIIRS,n,1.0NRT,287.1,3.8,D
6.65671,5.38321,334,0.46,0.64,2020-06-09,1336,N,VIIRS,n,1.0NRT,286.9,3.8,D
13.54235,12.16201,341,0.4,0.37,2020-06-08,1212,N,VIIRS,l,1.0NRT,310.8,8.3,D
13.98278,12.08006,367,0.39,0.37,2020-06-08,1212,N,VIIRS,h,1.0NRT,308.9,10.3,D
10.37691,11.71954,338.2,0.57,0.43,2020-06-08,1212,N,VIIRS,n,1.0NRT,300.4,4.1,D
10.0534,11.61539,344.1,0.4,0.44,2020-06-08,1212,N,VIIRS,n,1.0NRT,300.9,3.9,D
9.07428,11.82824,336.1,0.45,0.47,2020-06-08,1212,N,VIIRS,n,1.0NRT,302.1,2,D
10.37912,11.7226,338.4,0.57,0.43,2020-06-08,1212,N,VIIRS,n,1.0NRT,300.5,4.7,D
9.25535,12.15738,339.2,0.44,0.46,2020-06-08,1212,N,VIIRS,n,1.0NRT,301.4,2.8,D
9.07436,11.82989,335.9,0.45,0.47,2020-06-08,1212,N,VIIRS,n,1.0NRT,301.9,2.9,D
10.3111,12.57012,339.7,0.56,0.43,2020-06-08,1212,N,VIIRS,n,1.0NRT,301.6,6.1,D
10.30849,12.57006,331.9,0.56,0.43,2020-06-08,1212,N,VIIRS,n,1.0NRT,301.9,4.4,D
10.26228,12.63849,341.6,0.56,0.43,2020-06-08,1212,N,VIIRS,n,1.0NRT,301.4,9.9,D
10.2674,12.63936,356.5,0.56,0.43,2020-06-08,1212,N,VIIRS,n,1.0NRT,300.4,17.4,D
10.27442,12.68903,341,0.56,0.43,2020-06-08,1212,N,VIIRS,n,1.0NRT,301.6,4.9,D
10.26159,12.64241,344.9,0.56,0.43,2020-06-08,1212,N,VIIRS,n,1.0NRT,300.9,12.8,D
10.36306,12.79179,346.4,0.55,0.43,2020-06-08,1212,N,VIIRS,n,1.0NRT,299.4,17.8,D
10.36809,12.79263,344.2,0.55,0.43,2020-06-08,1212,N,VIIRS,n,1.0NRT,299.6,10,D
7.00179,4.55734,327.9,0.48,0.48,2020-06-10,30,N,VIIRS,n,1.0NRT,283.5,3.8,N
7.04689,4.5494,305.2,0.47,0.48,2020-06-10,30,N,VIIRS,n,1.0NRT,281.6,1.1,N
7.46924,4.46003,338.6,0.44,0.46,2020-06-10,30,N,VIIRS,n,1.0NRT,287.3,4.8,N
7.04495,4.55079,310.2,0.47,0.48,2020-06-10,30,N,VIIRS,n,1.0NRT,280.3,1.9,N
5.92034,4.55442,309.4,0.57,0.52,2020-06-10,30,N,VIIRS,n,1.0NRT,287.7,1.4,N
6.07874,4.66285,310.8,0.55,0.51,2020-06-10,30,N,VIIRS,n,1.0NRT,282.3,1.9,N
6.60209,5.25269,302.8,0.52,0.5,2020-06-10,30,N,VIIRS,n,1.0NRT,287.6,1.4,N
6.59668,5.24879,302.3,0.52,0.5,2020-06-10,30,N,VIIRS,n,1.0NRT,286.8,1.4,N
5.19569,5.53591,307.7,0.33,0.55,2020-06-10,30,N,VIIRS,n,1.0NRT,286.1,0.5,N
5.20688,5.48752,311.5,0.33,0.55,2020-06-10,30,N,VIIRS,n,1.0NRT,287.6,1.6,N
5.21963,5.57404,301.6,0.33,0.55,2020-06-10,30,N,VIIRS,n,1.0NRT,287.2,1.2,N
5.1927,5.53634,303.2,0.33,0.55,2020-06-10,30,N,VIIRS,n,1.0NRT,287.1,0.5,N
5.22038,5.57913,313.6,0.33,0.55,2020-06-10,30,N,VIIRS,n,1.0NRT,287.4,1.2,N
5.22334,5.57869,301.8,0.33,0.55,2020-06-10,30,N,VIIRS,n,1.0NRT,287.8,1.6,N
6.65556,5.38429,332.9,0.52,0.5,2020-06-10,30,N,VIIRS,n,1.0NRT,287.7,3.5,N
5.22089,5.57701,304.1,0.33,0.55,2020-06-10,30,N,VIIRS,n,1.0NRT,287.5,1.4,N
6.66083,5.38764,334.3,0.46,0.64,2020-06-09,1336,N,VIIRS,n,1.0NRT,286.8,5,D
6.65594,5.38913,342.8,0.46,0.64,2020-06-09,1336,N,VIIRS,n,1.0NRT,287.7,3.8,D
6.67145,5.63744,339.3,0.47,0.64,2020-06-09,1336,N,VIIRS,n,1.0NRT,287.3,7.4,D
6.65657,5.38707,351.1,0.46,0.64,2020-06-09,1336,N,VIIRS,n,1.0NRT,287.8,5,D
5.2007,5.61355,332.3,0.37,0.58,2020-06-09,1336,N,VIIRS,n,1.0NRT,272.8,4.2,D
6.51699,5.65837,350.6,0.46,0.63,2020-06-09,1336,N,VIIRS,n,1.0NRT,286.9,9.3,D
4.88003,5.91303,347.6,0.36,0.57,2020-06-09,1336,N,VIIRS,n,1.0NRT,286.1,3,D
5.20241,5.6163,330.9,0.37,0.58,2020-06-09,1336,N,VIIRS,n,1.0NRT,272.5,3.8,D
6.9101,7.83102,342,0.52,0.67,2020-06-09,1336,N,VIIRS,n,1.0NRT,289.4,7.5,D
5.0503,5.9526,351,0.37,0.58,2020-06-09,1336,N,VIIRS,n,1.0NRT,283.9,3.9,D
6.6014,5.24809,308.3,0.52,0.5,2020-06-10,30,N,VIIRS,n,1.0NRT,287.2,0.8,N
6.26138,4.63104,303.6,0.54,0.51,2020-06-10,30,N,VIIRS,n,1.0NRT,283.8,2.9,N
6.67387,4.94297,303.4,0.51,0.49,2020-06-10,30,N,VIIRS,n,1.0NRT,284.1,0.7,N
6.92035,5.14549,303.3,0.49,0.49,2020-06-10,30,N,VIIRS,n,1.0NRT,284.7,1,N
7.00365,4.55561,326.1,0.48,0.48,2020-06-10,30,N,VIIRS,n,1.0NRT,283.1,3.6,N
7.04325,4.55444,302.3,0.48,0.48,2020-06-10,30,N,VIIRS,n,1.0NRT,280.6,1.1,N
5.58702,6.05998,315.2,0.63,0.54,2020-06-10,30,N,VIIRS,n,1.0NRT,285.3,2.4,N
5.58745,6.06555,306.8,0.63,0.54,2020-06-10,30,N,VIIRS,n,1.0NRT,285.3,1.1,N
5.67821,6.40893,301.1,0.63,0.54,2020-06-10,30,N,VIIRS,n,1.0NRT,285,0.9,N
5.58775,6.06498,315.2,0.63,0.54,2020-06-10,30,N,VIIRS,n,1.0NRT,285.5,2.4,N
11.83702,9.65139,322.6,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,294.1,2.6,N
3.04586,7.00196,301.4,0.48,0.65,2020-06-10,30,N,VIIRS,n,1.0NRT,287.8,0.5,N
11.82268,9.6644,340.6,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,295,6.1,N
11.81815,9.66147,341,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,294.5,4.6,N
11.81927,9.66853,312.3,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,294.4,3.3,N
11.81871,9.665,331.3,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,295,4.6,N
11.82723,9.66732,343.1,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,295.1,7.7,N
11.83122,9.66672,344.2,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,295,5.3,N
11.8238,9.67146,315.8,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,294.3,7.7,N
11.82324,9.66793,336.5,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,296.4,7.7,N
11.83178,9.67025,330.3,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,295.5,5.3,N
11.83975,9.66903,329.3,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,294.2,3.8,N
5.2014,5.61095,308.8,0.33,0.55,2020-06-10,30,N,VIIRS,n,1.0NRT,286.6,2.4,N
6.65625,5.38889,323.1,0.52,0.5,2020-06-10,30,N,VIIRS,n,1.0NRT,287.7,3.5,N
5.19921,5.61647,309,0.33,0.55,2020-06-10,30,N,VIIRS,n,1.0NRT,286.6,2.4,N
5.20518,5.61562,302.4,0.33,0.55,2020-06-10,30,N,VIIRS,n,1.0NRT,287.4,2.4,N
5.37601,5.68772,327.9,0.32,0.55,2020-06-10,30,N,VIIRS,n,1.0NRT,286.5,1.6,N
5.2022,5.61605,344.4,0.33,0.55,2020-06-10,30,N,VIIRS,n,1.0NRT,287.9,2.4,N
6.51939,5.66099,329.3,0.53,0.5,2020-06-10,30,N,VIIRS,n,1.0NRT,285.6,4.1,N
6.66766,5.63471,313.5,0.52,0.5,2020-06-10,30,N,VIIRS,n,1.0NRT,278.8,2,N
4.87683,5.91303,304.8,0.35,0.57,2020-06-10,30,N,VIIRS,n,1.0NRT,282.9,2.2,N
6.51452,5.66169,322.2,0.53,0.5,2020-06-10,30,N,VIIRS,n,1.0NRT,286.1,4.1,N
5.05274,5.95208,299.8,0.34,0.56,2020-06-10,30,N,VIIRS,n,1.0NRT,281,1.8,N
4.88002,5.91257,342.3,0.35,0.57,2020-06-10,30,N,VIIRS,n,1.0NRT,283.6,2.2,N
5.31589,5.92548,322,0.33,0.55,2020-06-10,30,N,VIIRS,n,1.0NRT,284.8,1.5,N
5.04963,5.95251,347,0.34,0.56,2020-06-10,30,N,VIIRS,n,1.0NRT,281.9,1.8,N
5.58673,6.06054,322.7,0.63,0.54,2020-06-10,30,N,VIIRS,n,1.0NRT,285.5,2.5,N
5.58444,5.90268,308.7,0.62,0.54,2020-06-10,30,N,VIIRS,n,1.0NRT,285.2,1.8,N
7.11231,5.06719,340.6,0.47,0.48,2020-06-10,1312,N,VIIRS,n,1.0NRT,293.2,6.9,D
7.10863,5.06682,341.3,0.47,0.48,2020-06-10,1312,N,VIIRS,n,1.0NRT,293.6,5.9,D
7.30268,4.81702,339.5,0.48,0.48,2020-06-10,1312,N,VIIRS,n,1.0NRT,292.1,6.1,D
6.0916,4.79986,333.9,0.4,0.44,2020-06-10,1312,N,VIIRS,n,1.0NRT,288.7,2.6,D
7.03454,5.38282,332.5,0.47,0.47,2020-06-10,1318,N,VIIRS,n,1.0NRT,291.8,2.7,D
6.97128,4.55871,339.8,0.45,0.47,2020-06-10,1312,N,VIIRS,n,1.0NRT,287.5,2.4,D
7.16904,12.88898,337.2,0.61,0.53,2020-06-10,1318,N,VIIRS,n,1.0NRT,304.3,7,D
6.89686,5.26948,338,0.46,0.47,2020-06-10,1318,N,VIIRS,n,1.0NRT,287.8,3,D
5.76243,12.4373,338.3,0.48,0.48,2020-06-10,1318,N,VIIRS,n,1.0NRT,307,3.5,D
7.16494,12.88756,353.9,0.61,0.53,2020-06-10,1318,N,VIIRS,n,1.0NRT,305.1,7.8,D
3.75765,12.09929,337.3,0.54,0.42,2020-06-10,1318,N,VIIRS,n,1.0NRT,306.6,3,D
3.68196,12.10062,343.8,0.53,0.42,2020-06-10,1318,N,VIIRS,n,1.0NRT,307.2,6.5,D
3.96797,11.90922,337.2,0.55,0.43,2020-06-10,1318,N,VIIRS,n,1.0NRT,302.6,2.6,D
4.49318,11.99379,345.3,0.4,0.44,2020-06-10,1318,N,VIIRS,n,1.0NRT,305.3,4.3,D
4.13329,11.88754,338.6,0.56,0.43,2020-06-10,1318,N,VIIRS,n,1.0NRT,304.1,3.8,D
4.4746,11.96642,338.8,0.39,0.44,2020-06-10,1318,N,VIIRS,n,1.0NRT,303.9,2.2,D
11.82975,9.66632,315.9,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,294.2,3.8,N
11.82779,9.67085,367,0.44,0.38,2020-06-10,30,N,VIIRS,h,1.0NRT,299.3,7.7,N
11.82575,9.6669,322,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,294.3,8.7,N
11.83375,9.66573,324,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,294.8,3.8,N
11.84229,9.66809,313.1,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,294.2,2.2,N
11.82176,9.66749,344.5,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,296.6,8.7,N
11.83031,9.66985,352.6,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,297.2,3.8,N
11.8343,9.66926,317,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,294.7,3.8,N
11.84286,9.67162,331.9,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,296,7.7,N
11.82632,9.67043,351.3,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,297.8,8.7,N
11.82691,9.67396,343,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,296.1,6.5,N
11.83886,9.6722,331.1,0.44,0.38,2020-06-10,30,N,VIIRS,n,1.0NRT,295.1,7.7,N
12.51082,13.0797,336.6,0.54,0.68,2020-06-10,1136,N,VIIRS,n,1.0NRT,298.8,4,D
11.47676,10.9304,312,0.47,0.4,2020-06-10,30,N,VIIRS,n,1.0NRT,295.1,2,N
6.99435,5.08633,333.5,0.46,0.47,2020-06-10,1312,N,VIIRS,n,1.0NRT,292.5,3.8,D
6.76188,5.19096,330.9,0.45,0.47,2020-06-10,1312,N,VIIRS,n,1.0NRT,293.4,2,D
6.50672,5.09955,306.3,0.42,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,275.1,0.5,N
7.10018,4.83977,299.9,0.4,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,278.3,1.3,N
6.6275,5.23695,297.7,0.42,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,272.7,0.3,N
6.92058,5.14326,303.5,0.41,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,277.8,0.6,N
5.88526,5.43392,323,0.45,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,285.7,2.5,N
5.19633,5.53674,314.2,0.49,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,288.4,1.6,N
5.1937,5.53452,311,0.49,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,288.3,1.4,N
5.88342,5.43207,307,0.45,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,285.2,1,N
5.88152,5.44701,306.5,0.45,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,284.7,0.6,N
5.88397,5.43565,315.7,0.45,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,284.9,1.5,N
5.21987,5.55725,306.9,0.49,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,288.7,1,N
5.87744,5.44763,306.4,0.45,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,284.6,0.7,N
5.46888,5.52378,332.5,0.48,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,290.3,7.5,N
5.22044,5.56097,308.1,0.49,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,289.2,1,N
6.18042,5.45984,309.1,0.44,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,278,0.9,N
5.221,5.56469,307,0.49,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,289.2,1.3,N
5.92105,4.55615,310.2,0.44,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,283.5,0.9,N
6.48622,5.71593,318.3,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,280.4,1.5,N
5.74071,4.50742,345.7,0.45,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,287.3,5.3,N
6.36231,4.44109,313.3,0.42,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,283,1.2,N
6.97554,4.55905,317.3,0.41,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,275.7,1.2,N
6.48729,5.72292,313.7,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,281.2,1,N
6.81707,4.53108,307.4,0.41,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,276,0.6,N
7.00473,4.55452,304,0.41,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,277.7,0.9,N
6.81761,4.53111,312.5,0.41,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,276,1.4,N
6.82078,4.53051,305,0.41,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,275.6,0.6,N
6.63409,4.52463,308.6,0.42,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,279.6,0.6,N
6.63034,4.52521,303.8,0.42,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,280.5,1.1,N
7.06001,4.65047,302.7,0.4,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,277.5,0.8,N
5.96133,4.81227,304.6,0.44,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,280.5,0.7,N
7.10382,4.83921,317.9,0.4,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,277.7,1.3,N
6.08944,4.79993,319.9,0.44,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,283.1,1.8,N
4.87945,5.91308,330.7,0.52,0.41,2020-06-25,48,N,VIIRS,n,1.0NRT,286.9,4.7,N
6.35861,5.68463,333.3,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,280.1,8.7,N
6.67044,5.63449,331,0.42,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,276.6,5.4,N
6.513,5.65826,297.3,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,271.3,1.7,N
6.51353,5.66175,299.8,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,272.2,1.7,N
6.51686,5.65767,330.4,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,271.5,1.7,N
6.5174,5.66116,330.8,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,273.5,1.7,N
7.00165,4.58284,308.3,0.41,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,276.3,0.9,N
6.3577,5.68522,329.6,0.44,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,280.2,5.8,N
6.36163,5.68463,325,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,278.3,5.8,N
4.88149,5.91186,329.8,0.52,0.41,2020-06-25,48,N,VIIRS,n,1.0NRT,285.5,3.1,N
4.87682,5.91255,315.7,0.52,0.41,2020-06-25,48,N,VIIRS,n,1.0NRT,285.5,3.1,N
11.47759,10.93087,301.4,0.4,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,280.8,0.7,N
4.88207,5.91567,305.8,0.52,0.41,2020-06-25,48,N,VIIRS,n,1.0NRT,282.3,1.7,N
5.5875,6.06467,323.9,0.48,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,288.9,2.5,N
6.27638,6.04294,305.3,0.44,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,287.7,0.9,N
5.20116,5.61334,330.3,0.49,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,289.5,2.4,N
6.65738,5.38635,335.8,0.42,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,271.8,3.3,N
5.93797,5.51535,318,0.45,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,285.6,1.7,N
5.20173,5.61706,304,0.49,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,289.2,2.4,N
5.45427,5.60103,304.4,0.48,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,289.1,0.5,N
6.13594,5.48842,298.9,0.44,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,278.4,0.4,N
6.05851,5.52134,314.2,0.45,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,280.8,1.2,N
5.91597,5.53905,307.2,0.45,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,284.9,1.5,N
5.37769,5.68709,322.6,0.48,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,288.8,2.3,N
5.35466,5.65281,303.5,0.48,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,288.8,0.7,N
6.6671,5.6331,316.2,0.42,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,275.1,1.6,N
6.30565,5.5669,330.7,0.44,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,278.4,4,N
6.67143,5.63598,299.2,0.42,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,274.2,1.6,N
6.6709,5.63251,324.7,0.42,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,275.5,1.6,N
6.51808,5.65984,342.4,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,272.7,4.2,N
6.51422,5.66044,309.7,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,271.7,4.2,N
5.47038,5.52337,311,0.63,0.54,2020-06-26,30,N,VIIRS,n,1.0NRT,283.9,3.9,N
7.46916,4.46125,318.2,0.45,0.47,2020-06-26,30,N,VIIRS,n,1.0NRT,265.1,1.6,N
5.4648,5.5234,337.1,0.63,0.54,2020-06-26,30,N,VIIRS,n,1.0NRT,284.1,7.8,N
5.46464,5.52421,330.2,0.63,0.54,2020-06-26,30,N,VIIRS,n,1.0NRT,284.1,6.1,N
6.65485,5.38521,340,0.44,0.46,2020-06-26,1312,N,VIIRS,n,1.0NRT,287.1,5.8,D
13.38698,12.32304,343,0.49,0.65,2020-06-26,1136,N,VIIRS,n,1.0NRT,293.6,5.6,D
6.30436,5.56567,340,0.42,0.45,2020-06-26,1318,N,VIIRS,n,1.0NRT,284.7,2.4,D
6.65883,5.3858,335.6,0.44,0.46,2020-06-26,1312,N,VIIRS,n,1.0NRT,286.9,9,D
6.36087,5.6856,341.2,0.42,0.45,2020-06-26,1318,N,VIIRS,n,1.0NRT,289.6,11.9,D
6.36057,5.68607,340.8,0.42,0.46,2020-06-26,1318,N,VIIRS,n,1.0NRT,289.7,8.6,D
6.66901,5.63486,339.9,0.44,0.46,2020-06-26,1318,N,VIIRS,n,1.0NRT,288,4.1,D
6.51515,5.66076,336.1,0.43,0.46,2020-06-26,1318,N,VIIRS,n,1.0NRT,287.2,5.7,D
6.30377,5.56985,339.3,0.42,0.45,2020-06-26,1318,N,VIIRS,n,1.0NRT,283.8,2.4,D
6.30349,5.56621,340.1,0.42,0.45,2020-06-26,1318,N,VIIRS,n,1.0NRT,284.2,3.2,D
4.47905,11.83168,332.3,0.39,0.44,2020-06-26,1318,N,VIIRS,n,1.0NRT,301.2,1.8,D
6.69706,5.45921,340.6,0.44,0.46,2020-06-26,1318,N,VIIRS,n,1.0NRT,288,4,D
5.71863,6.03747,305.3,0.47,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,288.5,0.5,N
5.58695,6.061,343.4,0.48,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,289.2,6.2,N
5.86491,6.01176,305.3,0.46,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,287.8,0.9,N
5.86546,6.01537,318.5,0.46,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,288.3,1.7,N
6.44185,5.82342,314.2,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,280.7,1.2,N
6.21669,5.88305,329.1,0.44,0.39,2020-06-25,48,N,VIIRS,n,1.0NRT,287.8,3,N
6.62823,5.77363,305.6,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,282,0.7,N
6.56168,5.80158,310.3,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,283.3,0.9,N
10.42053,12.80802,330.1,0.37,0.58,2020-06-25,1154,N,VIIRS,n,1.0NRT,297.3,1.7,D
6.6277,5.77015,302,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,281.9,0.7,N
10.2403,12.64595,342.8,0.38,0.59,2020-06-25,1154,N,VIIRS,n,1.0NRT,291.2,1.5,D
10.38812,12.78159,341.5,0.37,0.58,2020-06-25,1154,N,VIIRS,n,1.0NRT,304.1,6.7,D
5.58831,6.06157,337.3,0.4,0.6,2020-06-25,1336,N,VIIRS,n,1.0NRT,268.6,3.3,D
6.94454,4.6565,353,0.47,0.64,2020-06-25,1336,N,VIIRS,n,1.0NRT,276,7.6,D
6.81904,4.53112,304.2,0.49,0.49,2020-06-26,30,N,VIIRS,n,1.0NRT,264.9,1,N
6.77787,4.42999,305.5,0.5,0.49,2020-06-26,30,N,VIIRS,n,1.0NRT,281.6,1,N
5.4362,6.06466,331.2,0.38,0.36,2020-06-27,1254,N,VIIRS,n,1.0NRT,293.8,2.6,D
9.56398,6.7607,331.8,0.53,0.42,2020-06-27,1254,N,VIIRS,n,1.0NRT,292.2,5.7,D
4.88118,5.91283,333.7,0.39,0.36,2020-06-27,1254,N,VIIRS,n,1.0NRT,293.8,6.1,D
5.58657,6.06088,342.1,0.38,0.36,2020-06-27,1254,N,VIIRS,n,1.0NRT,296.2,5.8,D
5.31651,5.92492,333.8,0.38,0.36,2020-06-27,1254,N,VIIRS,n,1.0NRT,295.5,2.6,D
9.56476,6.60619,341,0.53,0.42,2020-06-27,1254,N,VIIRS,n,1.0NRT,293.1,6.9,D
5.20237,5.61331,345.1,0.38,0.36,2020-06-27,1254,N,VIIRS,n,1.0NRT,297.1,5.4,D
5.58305,5.90109,335.5,0.38,0.36,2020-06-27,1254,N,VIIRS,n,1.0NRT,294.7,5.4,D
5.46816,5.52553,339.9,0.38,0.36,2020-06-27,1254,N,VIIRS,n,1.0NRT,295.3,9.4,D
6.48675,5.71334,337,0.39,0.36,2020-06-27,1254,N,VIIRS,n,1.0NRT,294.5,3,D
6.51683,5.66084,347.7,0.39,0.36,2020-06-27,1254,N,VIIRS,n,1.0NRT,293.5,4.8,D
6.5133,5.6603,335,0.39,0.36,2020-06-27,1254,N,VIIRS,n,1.0NRT,293.7,4.8,D
6.30444,5.56736,333.5,0.39,0.36,2020-06-27,1254,N,VIIRS,n,1.0NRT,287.3,2.9,D
