LONGITUDE,LATITUDE,BRIGHT_TI4,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_TI5,FRP,DAYNIGHT
6.51733,5.65749,338.5,0.39,0.36,2020-06-27,1254,N,VIIRS,n,1.0NRT,292,3.2,D
13.41923,12.34095,351.3,0.37,0.58,2020-06-27,1300,N,VIIRS,n,1.0NRT,293.4,3.9,D
10.81167,9.92031,337.1,0.46,0.47,2020-06-27,1300,N,VIIRS,n,1.0NRT,296,3.5,D
5.35158,7.57812,329.6,0.39,0.44,2020-06-26,1318,N,VIIRS,n,1.0NRT,291.5,1.8,D
5.35397,7.57898,328.2,0.39,0.44,2020-06-26,1318,N,VIIRS,n,1.0NRT,291.3,2.4,D
2.86406,7.11117,333.2,0.43,0.38,2020-06-26,1318,N,VIIRS,n,1.0NRT,289.4,3.5,D
2.86394,7.11215,330.8,0.43,0.38,2020-06-26,1318,N,VIIRS,n,1.0NRT,288.7,3.1,D
4.88003,5.91484,334.5,0.52,0.42,2020-06-26,1318,N,VIIRS,n,1.0NRT,283.8,5.3,D
5.05039,5.95103,336.2,0.53,0.42,2020-06-26,1318,N,VIIRS,n,1.0NRT,279.6,4.2,D
5.86793,6.01405,339.5,0.4,0.44,2020-06-26,1318,N,VIIRS,n,1.0NRT,289.9,4.5,D
5.86433,6.01352,341.1,0.4,0.44,2020-06-26,1318,N,VIIRS,n,1.0NRT,289.6,4.5,D
6.47541,6.03282,335.3,0.44,0.46,2020-06-26,1318,N,VIIRS,n,1.0NRT,292.2,3.9,D
6.45658,6.07788,332.9,0.44,0.46,2020-06-26,1318,N,VIIRS,n,1.0NRT,290.7,2.1,D
6.02328,5.71406,347,0.4,0.45,2020-06-26,1318,N,VIIRS,n,1.0NRT,287.4,5.1,D
6.21863,5.88533,338.6,0.42,0.45,2020-06-26,1318,N,VIIRS,n,1.0NRT,291.6,4.6,D
7.16726,7.20874,332.3,0.41,0.37,2020-06-27,1254,N,VIIRS,n,1.0NRT,292.5,5.2,D
6.41955,5.71586,330.5,0.43,0.46,2020-06-26,1318,N,VIIRS,n,1.0NRT,289.9,2.9,D
9.56074,6.76182,331,0.53,0.42,2020-06-27,1254,N,VIIRS,n,1.0NRT,289.2,3.1,D
5.16677,6.53777,341.5,0.38,0.36,2020-06-27,1254,N,VIIRS,n,1.0NRT,292.7,4.2,D
6.80329,4.43058,309.6,0.38,0.59,2020-06-28,136,N,VIIRS,n,1.0NRT,279.7,1.3,N
13.41573,12.34054,343,0.37,0.58,2020-06-27,1300,N,VIIRS,n,1.0NRT,292.2,3.9,D
6.81688,4.53036,319.2,0.38,0.58,2020-06-28,136,N,VIIRS,n,1.0NRT,283.8,2.6,N
6.82019,4.52979,316.5,0.38,0.59,2020-06-28,136,N,VIIRS,n,1.0NRT,284,1.9,N
6.26271,4.6309,311.1,0.34,0.56,2020-06-28,136,N,VIIRS,n,1.0NRT,283.4,0.8,N
6.26181,4.62573,302.6,0.34,0.56,2020-06-28,136,N,VIIRS,n,1.0NRT,284.9,0.7,N
6.08986,4.79913,330.1,0.33,0.55,2020-06-28,136,N,VIIRS,n,1.0NRT,285.7,1.9,N
7.00327,4.55437,321.7,0.39,0.59,2020-06-28,136,N,VIIRS,n,1.0NRT,273.4,1.5,N
7.05884,4.65258,317.8,0.39,0.59,2020-06-28,136,N,VIIRS,n,1.0NRT,266.2,1.5,N
7.05937,4.65171,318.8,0.39,0.59,2020-06-28,136,N,VIIRS,n,1.0NRT,265.8,1.4,N
6.50471,5.09925,299.8,0.35,0.57,2020-06-28,136,N,VIIRS,n,1.0NRT,277.8,0.3,N
6.50789,5.09869,298.9,0.35,0.57,2020-06-28,136,N,VIIRS,n,1.0NRT,276.4,0.3,N
6.7541,5.47483,299.8,0.36,0.57,2020-06-28,136,N,VIIRS,n,1.0NRT,283.2,0.7,N
6.75318,5.46955,295.4,0.36,0.57,2020-06-28,136,N,VIIRS,n,1.0NRT,281.9,0.7,N
6.80233,4.4252,301,0.38,0.59,2020-06-28,136,N,VIIRS,n,1.0NRT,278.7,1.2,N
7.00257,4.55477,326.6,0.39,0.59,2020-06-28,136,N,VIIRS,n,1.0NRT,273.3,2,N
4.9422,12.33423,340.4,0.39,0.36,2020-06-27,1300,N,VIIRS,n,1.0NRT,307.8,4.8,D
4.59859,12.84314,335.7,0.39,0.36,2020-06-27,1300,N,VIIRS,l,1.0NRT,306.8,2,D
4.86668,12.18774,336.5,0.39,0.36,2020-06-27,1300,N,VIIRS,n,1.0NRT,305.2,3.5,D
4.99289,12.33837,338.8,0.39,0.36,2020-06-27,1300,N,VIIRS,n,1.0NRT,307.4,4.6,D
4.6256,12.10075,339.6,0.39,0.36,2020-06-27,1300,N,VIIRS,n,1.0NRT,305.5,2.8,D
5.3591,12.24352,335.1,0.4,0.37,2020-06-27,1300,N,VIIRS,n,1.0NRT,303.4,2.4,D
4.6489,12.09064,337.2,0.39,0.36,2020-06-27,1300,N,VIIRS,n,1.0NRT,305.6,2.5,D
4.64181,12.08958,336.8,0.39,0.36,2020-06-27,1300,N,VIIRS,n,1.0NRT,305.7,1.5,D
10.39239,12.70847,338.6,0.48,0.48,2020-06-27,1300,N,VIIRS,n,1.0NRT,303.8,2.5,D
5.22248,12.02783,340.9,0.39,0.36,2020-06-27,1300,N,VIIRS,n,1.0NRT,302.9,2.4,D
10.35948,12.6863,346.4,0.47,0.48,2020-06-27,1300,N,VIIRS,n,1.0NRT,305.3,6.9,D
10.39297,12.70404,337.3,0.48,0.48,2020-06-27,1300,N,VIIRS,n,1.0NRT,304.6,2.5,D
6.17023,11.18785,332.5,0.41,0.37,2020-06-27,1300,N,VIIRS,n,1.0NRT,299.8,1.9,D
13.41859,12.34637,340.7,0.37,0.58,2020-06-27,1300,N,VIIRS,n,1.0NRT,290.7,3.9,D
7.29702,10.45487,338.8,0.45,0.39,2020-06-27,1300,N,VIIRS,n,1.0NRT,293.6,4,D
6.17074,11.18443,341.7,0.41,0.37,2020-06-27,1300,N,VIIRS,n,1.0NRT,300.8,3,D
7.05852,4.65212,323.5,0.57,0.43,2020-06-29,118,N,VIIRS,n,1.0NRT,286.4,4,N
6.97159,4.55793,319.6,0.56,0.43,2020-06-29,118,N,VIIRS,n,1.0NRT,288,2.9,N
6.67987,4.86923,303.4,0.53,0.42,2020-06-29,118,N,VIIRS,n,1.0NRT,285.4,1.1,N
7.05917,4.65608,307.5,0.57,0.43,2020-06-29,118,N,VIIRS,n,1.0NRT,285.3,2,N
6.76118,5.19354,306.3,0.53,0.42,2020-06-29,118,N,VIIRS,n,1.0NRT,286.5,1.4,N
6.50622,5.10056,315.4,0.52,0.41,2020-06-29,118,N,VIIRS,n,1.0NRT,287.7,1.5,N
5.2193,5.56012,310.8,0.44,0.38,2020-06-29,118,N,VIIRS,n,1.0NRT,287.9,1.1,N
6.60015,5.25167,309.5,0.52,0.42,2020-06-29,118,N,VIIRS,n,1.0NRT,285.3,1.7,N
5.46943,5.52289,328.5,0.45,0.39,2020-06-29,118,N,VIIRS,n,1.0NRT,286.2,2.7,N
5.21988,5.56366,311.7,0.44,0.38,2020-06-29,118,N,VIIRS,n,1.0NRT,287.3,1.1,N
5.20353,5.6134,313.2,0.44,0.38,2020-06-29,118,N,VIIRS,n,1.0NRT,285.5,2.1,N
5.21705,5.57137,304,0.44,0.38,2020-06-29,118,N,VIIRS,n,1.0NRT,286.8,1.5,N
5.20409,5.61693,303,0.44,0.38,2020-06-29,118,N,VIIRS,n,1.0NRT,284.2,2.1,N
5.19956,5.61404,329.7,0.44,0.38,2020-06-29,118,N,VIIRS,n,1.0NRT,284.4,2.1,N
5.0498,5.94844,298.3,0.43,0.38,2020-06-29,118,N,VIIRS,n,1.0NRT,276.3,2,N
5.34985,5.66144,323,0.45,0.39,2020-06-29,118,N,VIIRS,n,1.0NRT,289,2.1,N
6.77846,4.4293,333.7,0.38,0.58,2020-06-28,136,N,VIIRS,n,1.0NRT,279.7,3.5,N
6.78188,4.42871,298,0.38,0.58,2020-06-28,136,N,VIIRS,n,1.0NRT,278.7,1,N
11.6753,11.89607,336.6,0.44,0.39,2020-06-28,1236,N,VIIRS,n,1.0NRT,299.1,2,D
10.88883,12.07797,339.2,0.42,0.37,2020-06-28,1236,N,VIIRS,n,1.0NRT,304,5.3,D
13.73689,11.80672,347.7,0.57,0.43,2020-06-28,1236,N,VIIRS,n,1.0NRT,304.3,16.2,D
11.67431,11.89692,335.5,0.44,0.39,2020-06-28,1236,N,VIIRS,n,1.0NRT,298.7,1.8,D
10.93559,12.7183,345,0.42,0.38,2020-06-28,1242,N,VIIRS,n,1.0NRT,306.9,7.6,D
12.50552,13.14034,350,0.5,0.41,2020-06-28,1242,N,VIIRS,n,1.0NRT,311.2,12.7,D
11.03079,12.12539,339.7,0.42,0.38,2020-06-28,1242,N,VIIRS,n,1.0NRT,301.9,2.2,D
10.83291,12.48045,341.5,0.42,0.37,2020-06-28,1242,N,VIIRS,n,1.0NRT,303.8,5.2,D
5.86519,6.01419,302.5,0.47,0.4,2020-06-29,112,N,VIIRS,n,1.0NRT,274.1,0.6,N
6.21727,5.8864,304.6,0.49,0.4,2020-06-29,112,N,VIIRS,n,1.0NRT,283.7,1,N
6.21666,5.8827,321.6,0.49,0.4,2020-06-29,112,N,VIIRS,n,1.0NRT,283.4,1,N
5.85687,8.22231,307.9,0.44,0.39,2020-06-29,112,N,VIIRS,n,1.0NRT,289.4,0.7,N
5.84765,8.24903,304.8,0.44,0.38,2020-06-29,112,N,VIIRS,n,1.0NRT,289.6,0.7,N
5.84884,8.24899,305.7,0.44,0.39,2020-06-29,112,N,VIIRS,n,1.0NRT,289.4,0.8,N
6.97249,4.56183,316.6,0.56,0.43,2020-06-29,118,N,VIIRS,n,1.0NRT,287.8,1.9,N
6.90341,4.56904,318.7,0.55,0.43,2020-06-29,118,N,VIIRS,n,1.0NRT,286.8,3.3,N
7.00468,4.5566,329.8,0.56,0.43,2020-06-29,118,N,VIIRS,n,1.0NRT,288.6,5.3,N
7.04532,4.54998,320.7,0.57,0.43,2020-06-29,118,N,VIIRS,n,1.0NRT,288.8,2.2,N
6.82528,4.58978,306.8,0.55,0.43,2020-06-29,118,N,VIIRS,n,1.0NRT,288.6,1.6,N
7.04598,4.55395,313.7,0.57,0.43,2020-06-29,118,N,VIIRS,n,1.0NRT,289,2.2,N
4.88051,5.91401,324.4,0.43,0.38,2020-06-30,54,N,VIIRS,n,1.0NRT,269.1,3.2,N
5.74057,4.5077,325.6,0.39,0.6,2020-06-29,1218,N,VIIRS,n,1.0NRT,281.5,2.1,D
12.4443,13.07105,342.1,0.42,0.45,2020-06-30,1200,N,VIIRS,n,1.0NRT,299.5,3.5,D
5.58138,5.89914,323.7,0.45,0.39,2020-06-29,118,N,VIIRS,n,1.0NRT,267.9,2.1,N
5.05036,5.95193,331.9,0.43,0.38,2020-06-29,118,N,VIIRS,n,1.0NRT,277.9,2,N
6.7763,4.4298,336,0.55,0.42,2020-06-29,118,N,VIIRS,n,1.0NRT,290,4.9,N
5.58196,5.90272,307.5,0.45,0.39,2020-06-29,118,N,VIIRS,n,1.0NRT,265.8,2.1,N
6.77073,4.42672,304.1,0.55,0.42,2020-06-29,118,N,VIIRS,n,1.0NRT,289,0.7,N
6.78123,4.42898,330.2,0.55,0.43,2020-06-29,118,N,VIIRS,n,1.0NRT,289.9,4.9,N
6.32322,4.43145,311,0.52,0.41,2020-06-29,118,N,VIIRS,n,1.0NRT,288.6,2.1,N
6.32384,4.43525,311.1,0.52,0.41,2020-06-29,118,N,VIIRS,n,1.0NRT,288.3,1.6,N
5.92499,4.33873,302.2,0.49,0.4,2020-06-29,118,N,VIIRS,n,1.0NRT,264.8,2.1,N
5.73967,4.50752,337.3,0.48,0.4,2020-06-29,118,N,VIIRS,n,1.0NRT,287.5,5.1,N
6.66531,4.54761,311.9,0.54,0.42,2020-06-29,118,N,VIIRS,n,1.0NRT,288.9,1.5,N
6.63186,4.52519,313.2,0.54,0.42,2020-06-29,118,N,VIIRS,n,1.0NRT,288.8,1,N
6.82059,4.53037,326.3,0.55,0.43,2020-06-29,118,N,VIIRS,n,1.0NRT,288.8,2,N
6.66792,4.54778,308.2,0.54,0.42,2020-06-29,118,N,VIIRS,n,1.0NRT,288.8,1.4,N
6.90842,4.56823,302.1,0.56,0.43,2020-06-29,118,N,VIIRS,n,1.0NRT,286,0.7,N
7.46677,4.46035,317.1,0.4,0.44,2020-06-29,118,N,VIIRS,n,1.0NRT,288.3,0.8,N
4.37923,8.02054,335.2,0.43,0.46,2020-06-15,1324,N,VIIRS,n,1.0NRT,297.3,6.3,D
5.51509,7.67309,341.5,0.51,0.49,2020-06-15,1324,N,VIIRS,n,1.0NRT,296.5,4.4,D
6.07723,4.66085,331.1,0.5,0.49,2020-06-15,1324,N,VIIRS,n,1.0NRT,287.9,2.4,D
4.3754,8.02001,339.7,0.43,0.46,2020-06-15,1324,N,VIIRS,n,1.0NRT,299.8,8.7,D
6.61352,10.64358,367,0.33,0.55,2020-06-15,1324,N,VIIRS,h,1.0NRT,294,6.8,D
6.61317,10.64137,351.3,0.33,0.55,2020-06-15,1324,N,VIIRS,n,1.0NRT,293.4,5.9,D
4.28264,10.87246,338.9,0.47,0.47,2020-06-15,1324,N,VIIRS,n,1.0NRT,301.2,4,D
4.28191,10.87209,339.2,0.47,0.47,2020-06-15,1324,N,VIIRS,n,1.0NRT,299.9,3.3,D
4.279,11.83105,338.7,0.48,0.48,2020-06-15,1324,N,VIIRS,n,1.0NRT,301,4.4,D
4.20776,11.75568,341,0.47,0.48,2020-06-15,1324,N,VIIRS,n,1.0NRT,301.4,4.3,D
4.34728,12.25192,335.3,0.49,0.49,2020-06-15,1324,N,VIIRS,n,1.0NRT,301.6,3.4,D
4.52473,11.97378,335.2,0.5,0.49,2020-06-15,1324,N,VIIRS,n,1.0NRT,300.8,2.4,D
4.88212,5.91259,295.5,0.71,0.75,2020-06-16,200,N,VIIRS,n,1.0NRT,275.8,2.7,N
4.42664,12.41198,341.6,0.5,0.49,2020-06-15,1324,N,VIIRS,n,1.0NRT,298.9,11.1,D
4.88287,5.91339,302.3,0.71,0.75,2020-06-16,200,N,VIIRS,n,1.0NRT,276.2,3.3,N
4.87634,5.91459,314.4,0.71,0.75,2020-06-16,200,N,VIIRS,n,1.0NRT,275.5,3.3,N
6.91939,5.14362,315.1,0.39,0.44,2020-06-15,36,N,VIIRS,n,1.0NRT,289.9,0.9,N
5.8844,5.43192,312.2,0.46,0.47,2020-06-15,36,N,VIIRS,n,1.0NRT,289.1,1.3,N
6.81933,4.52886,303.5,0.39,0.44,2020-06-15,36,N,VIIRS,n,1.0NRT,276.7,1.6,N
7.46827,4.4599,332,0.53,0.42,2020-06-15,36,N,VIIRS,n,1.0NRT,290.8,4,N
12.39859,13.07086,312.2,0.4,0.37,2020-06-15,36,N,VIIRS,n,1.0NRT,297.2,1,N
6.51425,5.65845,314.9,0.42,0.45,2020-06-15,36,N,VIIRS,n,1.0NRT,289.6,2.9,N
7.03715,5.41446,342,0.6,0.53,2020-06-15,1324,N,VIIRS,n,1.0NRT,292.8,7.6,D
7.97607,5.49929,330.9,0.35,0.56,2020-06-15,1324,N,VIIRS,n,1.0NRT,291.5,3.2,D
6.21844,5.88425,330.7,0.53,0.5,2020-06-15,1324,N,VIIRS,n,1.0NRT,291.4,4.1,D
5.93747,5.51436,341.6,0.5,0.49,2020-06-15,1324,N,VIIRS,n,1.0NRT,293.6,6,D
4.87854,5.91252,338.6,0.44,0.46,2020-06-15,1324,N,VIIRS,n,1.0NRT,291.6,3.5,D
5.86431,6.01228,341.3,0.51,0.49,2020-06-15,1324,N,VIIRS,n,1.0NRT,294.8,8.9,D
5.8282,7.00363,330,0.52,0.5,2020-06-15,1324,N,VIIRS,n,1.0NRT,294.2,3.6,D
5.58664,6.06127,335,0.49,0.48,2020-06-15,1324,N,VIIRS,n,1.0NRT,294.5,5,D
4.14243,7.32154,332,0.41,0.45,2020-06-15,1324,N,VIIRS,n,1.0NRT,295.8,3.5,D
3.3619,7.02903,330.6,0.54,0.42,2020-06-15,1324,N,VIIRS,n,1.0NRT,295.6,3.1,D
4.38623,11.82625,341,0.41,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,302,3.4,D
4.51895,11.84193,339,0.41,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,302,2.2,D
3.72581,11.79151,340,0.39,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,304.4,3.1,D
4.57664,11.87132,342.3,0.42,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,302.8,4.5,D
3.76662,11.79071,338.1,0.4,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,305,3.2,D
4.30157,11.88015,336.7,0.41,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,301.9,2.2,D
4.14324,11.82215,338.6,0.4,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,303.4,3.4,D
10.34796,12.6714,343.8,0.6,0.53,2020-06-16,1306,N,VIIRS,n,1.0NRT,304.1,6,D
4.49515,11.94622,339.2,0.41,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,302.5,2.4,D
4.59021,11.93527,339.7,0.42,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,301.5,3.1,D
4.44209,11.99109,339.9,0.41,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,300.7,4,D
4.56097,12.0014,336.1,0.42,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,302.1,2.2,D
10.46391,12.82749,343.7,0.62,0.54,2020-06-16,1306,N,VIIRS,n,1.0NRT,301.1,6.8,D
4.55891,12.01516,338.5,0.42,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,301.6,2.5,D
10.40615,12.82517,331.4,0.61,0.53,2020-06-16,1306,N,VIIRS,n,1.0NRT,301.3,2.6,D
10.44099,12.82457,342,0.61,0.54,2020-06-16,1306,N,VIIRS,n,1.0NRT,301.5,9.8,D
6.30654,5.56925,331.6,0.43,0.38,2020-06-16,1300,N,VIIRS,n,1.0NRT,281.2,3.8,D
6.66967,5.63431,338.4,0.44,0.39,2020-06-16,1300,N,VIIRS,n,1.0NRT,290.1,6,D
6.8407,5.38207,335.4,0.45,0.39,2020-06-16,1300,N,VIIRS,n,1.0NRT,292.9,4.8,D
6.65602,5.38746,332.2,0.44,0.38,2020-06-16,1300,N,VIIRS,n,1.0NRT,281.5,5.1,D
7.13465,5.28782,341.6,0.46,0.39,2020-06-16,1300,N,VIIRS,n,1.0NRT,289.1,5.8,D
7.06665,5.40779,343,0.46,0.39,2020-06-16,1300,N,VIIRS,n,1.0NRT,290.2,6.6,D
10.39396,12.78341,341.4,0.61,0.53,2020-06-16,1306,N,VIIRS,n,1.0NRT,304.9,8.4,D
7.1341,5.28653,333.2,0.46,0.39,2020-06-16,1300,N,VIIRS,n,1.0NRT,288.5,5.6,D
5.73092,8.8754,333.1,0.43,0.38,2020-06-16,1306,N,VIIRS,n,1.0NRT,294.5,2.1,D
5.35838,8.6692,338.2,0.42,0.38,2020-06-16,1306,N,VIIRS,n,1.0NRT,292.7,6.5,D
5.58532,10.5163,333.7,0.44,0.39,2020-06-16,1306,N,VIIRS,n,1.0NRT,297.5,2.8,D
6.60863,10.60861,332,0.5,0.41,2020-06-16,1306,N,VIIRS,n,1.0NRT,294.1,1.7,D
3.94739,11.41045,336.8,0.4,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,301.6,2.1,D
4.08926,11.29096,339.1,0.4,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,299.5,3,D
4.2834,11.79743,338.4,0.41,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,302.8,2.3,D
4.28391,11.79402,340.4,0.41,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,303.4,2.3,D
5.48696,7.74412,340.3,0.42,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,295.9,10.8,D
8.52841,7.97227,332.1,0.4,0.44,2020-06-16,1306,N,VIIRS,n,1.0NRT,293.1,2,D
5.48613,7.74644,337,0.42,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,293.7,7.5,D
5.48666,7.743,338.1,0.42,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,295.2,7.5,D
6.07488,4.66255,311.9,0.43,0.62,2020-06-17,142,N,VIIRS,n,1.0NRT,284.1,1.3,N
13.76214,11.6413,304.1,0.36,0.58,2020-06-17,0,N,VIIRS,n,1.0NRT,286.3,0.5,N
5.95995,4.81536,300.2,0.42,0.61,2020-06-17,142,N,VIIRS,n,1.0NRT,281.7,2.1,N
5.96375,4.81468,297.8,0.42,0.61,2020-06-17,142,N,VIIRS,n,1.0NRT,279.8,1.2,N
5.73849,4.50593,338.6,0.41,0.61,2020-06-17,142,N,VIIRS,n,1.0NRT,283.9,5.3,N
5.74223,4.50529,320.3,0.41,0.61,2020-06-17,142,N,VIIRS,n,1.0NRT,283.7,3.3,N
6.35956,4.44045,333.1,0.45,0.63,2020-06-17,142,N,VIIRS,n,1.0NRT,284.5,3.3,N
6.36009,4.44153,334.4,0.45,0.63,2020-06-17,142,N,VIIRS,n,1.0NRT,284.5,3.7,N
11.19632,10.54321,337.1,0.48,0.4,2020-06-17,1242,N,VIIRS,n,1.0NRT,297.9,4.1,D
6.0788,4.66188,310.9,0.43,0.62,2020-06-17,142,N,VIIRS,n,1.0NRT,284.3,1.3,N
10.3311,10.1402,337.4,0.44,0.38,2020-06-17,1242,N,VIIRS,n,1.0NRT,300.6,2.5,D
10.989,10.25645,335.2,0.47,0.4,2020-06-17,1242,N,VIIRS,n,1.0NRT,297.6,2.4,D
10.40554,12.83012,344.7,0.61,0.53,2020-06-16,1306,N,VIIRS,n,1.0NRT,302,12.4,D
10.46846,12.83817,342.6,0.62,0.54,2020-06-16,1306,N,VIIRS,n,1.0NRT,300.4,10.4,D
4.73246,12.06355,336.1,0.42,0.38,2020-06-16,1306,N,VIIRS,n,1.0NRT,302,2.1,D
10.46786,12.84315,348.7,0.62,0.54,2020-06-16,1306,N,VIIRS,n,1.0NRT,300.7,10.4,D
10.44427,12.8256,344.1,0.62,0.54,2020-06-16,1306,N,VIIRS,n,1.0NRT,300.4,8.8,D
10.46149,12.82766,349.7,0.62,0.54,2020-06-16,1306,N,VIIRS,n,1.0NRT,301,9.5,D
10.44303,12.83554,343.5,0.62,0.54,2020-06-16,1306,N,VIIRS,n,1.0NRT,301.2,8.5,D
10.47178,12.83899,343.2,0.62,0.54,2020-06-16,1306,N,VIIRS,n,1.0NRT,300,12.2,D
10.47116,12.84397,344.4,0.62,0.54,2020-06-16,1306,N,VIIRS,n,1.0NRT,300.6,10.4,D
10.40871,12.83141,343.3,0.61,0.54,2020-06-16,1306,N,VIIRS,n,1.0NRT,301,11,D
4.65721,12.09168,336.8,0.42,0.38,2020-06-16,1306,N,VIIRS,n,1.0NRT,302.1,2.2,D
10.4654,12.84328,337.1,0.62,0.54,2020-06-16,1306,N,VIIRS,n,1.0NRT,300.1,10.4,D
4.84341,12.22958,335.2,0.43,0.38,2020-06-16,1306,N,VIIRS,n,1.0NRT,302.5,2.2,D
3.69635,12.0219,335.3,0.4,0.37,2020-06-16,1306,N,VIIRS,n,1.0NRT,304,1.7,D
3.63435,6.9884,331.3,0.38,0.36,2020-06-16,1306,N,VIIRS,n,1.0NRT,289.8,2.7,D
3.65872,6.94464,330.6,0.38,0.36,2020-06-16,1306,N,VIIRS,n,1.0NRT,291.1,2,D
5.74016,4.50869,350.5,0.64,0.72,2020-06-19,1206,N,VIIRS,n,1.0NRT,285.9,8.2,D
6.59949,5.2528,332.9,0.55,0.68,2020-06-19,1206,N,VIIRS,n,1.0NRT,286.5,3.9,D
7.46807,4.46264,330.9,0.49,0.65,2020-06-19,1206,N,VIIRS,n,1.0NRT,285.4,4.8,D
5.74239,4.50639,333.2,0.64,0.72,2020-06-19,1206,N,VIIRS,n,1.0NRT,286.1,6.4,D
6.36562,4.44006,325.1,0.7,0.75,2020-06-19,1348,N,VIIRS,n,1.0NRT,286.3,7.5,D
7.46985,4.46209,330.2,0.49,0.65,2020-06-19,1206,N,VIIRS,n,1.0NRT,286,3.8,D
5.1439,5.43517,348.6,0.6,0.7,2020-06-19,1348,N,VIIRS,n,1.0NRT,286.1,8.5,D
6.60333,5.24915,327.7,0.74,0.76,2020-06-19,1348,N,VIIRS,n,1.0NRT,282.8,6.3,D
6.36455,5.68505,338.5,0.73,0.76,2020-06-19,1348,N,VIIRS,n,1.0NRT,279.3,11.9,D
6.48931,5.71238,330.8,0.74,0.76,2020-06-19,1348,N,VIIRS,n,1.0NRT,278.1,4.6,D
5.20521,5.61482,330.1,0.61,0.71,2020-06-19,1348,N,VIIRS,n,1.0NRT,286,5.6,D
6.35776,5.68418,328,0.73,0.76,2020-06-19,1348,N,VIIRS,n,1.0NRT,279.4,7.4,D
5.58457,5.89964,354.6,0.65,0.73,2020-06-19,1348,N,VIIRS,n,1.0NRT,284.4,11.4,D
5.58737,5.89794,339.1,0.65,0.73,2020-06-19,1348,N,VIIRS,n,1.0NRT,284,6.3,D
4.88118,5.91343,332.3,0.58,0.7,2020-06-19,1348,N,VIIRS,n,1.0NRT,285.2,1.6,D
4.87995,5.91388,327.9,0.58,0.7,2020-06-19,1348,N,VIIRS,n,1.0NRT,284.5,2.8,D
10.80432,8.78032,337.8,0.45,0.39,2020-06-17,1242,N,VIIRS,n,1.0NRT,297.7,4.6,D
10.42159,9.09202,337.2,0.43,0.38,2020-06-17,1242,N,VIIRS,n,1.0NRT,293.6,4.1,D
9.37022,7.32951,332.4,0.39,0.36,2020-06-17,1242,N,VIIRS,n,1.0NRT,296.3,3.5,D
10.2524,7.9628,331.6,0.42,0.37,2020-06-17,1242,N,VIIRS,n,1.0NRT,293.8,2.6,D
8.63726,12.00071,335.2,0.4,0.37,2020-06-17,1248,N,VIIRS,n,1.0NRT,299.9,2.3,D
10.88379,8.18789,333,0.44,0.39,2020-06-17,1242,N,VIIRS,n,1.0NRT,291.2,3.1,D
5.93646,5.51536,296.5,0.39,0.44,2020-06-18,124,N,VIIRS,n,1.0NRT,269.7,1,N
11.05618,11.51394,337,0.49,0.4,2020-06-17,1248,N,VIIRS,n,1.0NRT,295.7,4.7,D
6.35982,4.44208,332.7,0.56,0.51,2020-06-18,1224,N,VIIRS,n,1.0NRT,288.1,2.8,D
4.48519,12.40983,342.5,0.55,0.51,2020-06-18,1224,N,VIIRS,n,1.0NRT,296.9,5.6,D
5.88498,5.43598,298.2,0.38,0.36,2020-06-19,100,N,VIIRS,n,1.0NRT,275.3,1,N
11.4759,10.93013,303.5,0.55,0.42,2020-06-19,100,N,VIIRS,n,1.0NRT,289.3,0.7,N
6.32516,4.4528,325.6,0.39,0.36,2020-06-19,100,N,VIIRS,n,1.0NRT,289.9,2.1,N
6.3627,4.44003,329.9,0.39,0.36,2020-06-19,100,N,VIIRS,n,1.0NRT,290.4,4.3,N
5.88446,5.43267,312.1,0.38,0.36,2020-06-19,100,N,VIIRS,n,1.0NRT,271.9,1,N
6.82007,4.52903,321.4,0.4,0.37,2020-06-19,100,N,VIIRS,n,1.0NRT,275.3,1.8,N
5.22391,11.99198,337.6,0.53,0.42,2020-06-21,1312,N,VIIRS,n,1.0NRT,305.9,3.4,D
5.22148,11.98966,335.2,0.53,0.42,2020-06-21,1312,N,VIIRS,l,1.0NRT,305.4,3.1,D
10.38336,12.78912,337.1,0.39,0.59,2020-06-21,1312,N,VIIRS,n,1.0NRT,300.6,5.1,D
