==============================================================================
==============================================================================
Wed. Jun. 18 2014                  LANDSAT 5                       Time: 07:31
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101406179892_00092                          Path / Row - 224 / 63
Reference Image: L51CUB1011210130101_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2240631244   -3.82704    -49.88189    -0.10      0.08     0.12     1 
2240631245   -3.82700    -49.85379    -0.01      0.20     0.21     1 
2240631246   -3.82696    -49.82570     0.01      0.06     0.07     1 
2240631247   -3.82693    -49.79760     0.09      0.00     0.09     1 
2240631248   -3.82688    -49.76951     0.00      0.05     0.05     1 
2240631249   -3.82684    -49.74142     0.07      0.12     0.15     1 
2240631251   -3.82676    -49.68523     0.04      0.08     0.09     1 
2240631253   -3.82667    -49.62904     0.03      0.15     0.15     1 
2240631254   -3.82662    -49.60095     0.14      0.39     0.42     1 
2240631255   -3.82658    -49.57286    -0.03      0.06     0.07     1 
2240631256   -3.82653    -49.54476    -0.20      0.07     0.21     1 
2240631257   -3.82648    -49.51667    -0.23     -0.08     0.25     1 
2240631258   -3.82643    -49.48858    -0.02      0.26     0.26     1 
2240631259   -3.82638    -49.46049    -0.12     -0.04     0.13     1 
2240631261   -3.82628    -49.40431    -0.14      0.14     0.20     1 
2240631262   -3.82623    -49.37622     0.03     -0.06     0.07     1 
2240631264   -3.82612    -49.32004     0.08      0.16     0.18     1 
2240631267   -3.82595    -49.23578    -0.08     -0.07     0.10     1 
2240631268   -3.82589    -49.20769     0.17      0.23     0.28     1 
2240631269   -3.82583    -49.17960     0.12     -0.15     0.19     1 
2240631286   -3.85272    -50.80914    -0.06     -0.04     0.07     1 
2240631288   -3.85270    -50.75294    -0.11     -0.19     0.22     1 
2240631289   -3.85270    -50.72484     0.02     -0.16     0.16     1 
2240631290   -3.85269    -50.69674    -0.19     -0.25     0.31     1 
2240631292   -3.85266    -50.64053    -0.01     -0.21     0.21     1 
2240631295   -3.85262    -50.55623     0.06     -0.03     0.07     1 
2240631296   -3.85261    -50.52813     0.02     -0.08     0.09     1 
2240631297   -3.85259    -50.50003    -0.05     -0.19     0.19     1 
2240631298   -3.85258    -50.47193    -0.13     -0.13     0.19     1 
2240631299   -3.85256    -50.44383    -0.05      0.08     0.09     1 
2240631301   -3.85252    -50.38763    -0.26      0.02     0.26     1 
2240631302   -3.85250    -50.35953     0.11      0.11     0.16     1 
2240631303   -3.85248    -50.33143     0.03      0.04     0.05     1 
2240631304   -3.85245    -50.30333     0.23      0.08     0.25     1 
2240631305   -3.85243    -50.27523     0.08      0.03     0.09     1 
2240631307   -3.85238    -50.21903    -0.11      0.05     0.12     1 
2240631312   -3.85224    -50.07854    -0.15      0.12     0.19     1 
2240631313   -3.85221    -50.05044    -0.03      0.13     0.13     1 
2240631316   -3.85211    -49.96615    -0.10      0.16     0.19     1 
2240631317   -3.85208    -49.93805    -0.07      0.11     0.13     1 
2240631318   -3.85204    -49.90995    -0.09      0.14     0.17     1 
2240631319   -3.85200    -49.88186    -0.20      0.09     0.22     1 
2240631320   -3.85197    -49.85376    -0.02      0.08     0.08     1 
2240631321   -3.85193    -49.82567     0.03      0.02     0.04     1 
2240631322   -3.85189    -49.79757     0.03     -0.00     0.03     1 
2240631323   -3.85185    -49.76947    -0.01     -0.03     0.03     1 
2240631324   -3.85181    -49.74138    -0.02     -0.06     0.07     1 
2240631325   -3.85176    -49.71328     0.03      0.13     0.13     1 
2240631326   -3.85172    -49.68519    -0.21      0.04     0.21     1 
2240631327   -3.85168    -49.65709    -0.07      0.28     0.29     1 
2240631330   -3.85154    -49.57281    -0.16     -0.04     0.16     1 
2240631331   -3.85149    -49.54472     0.02      0.24     0.24     1 
2240631338   -3.85113    -49.34808    -0.14      0.01     0.14     1 
2240631339   -3.85108    -49.31999    -0.00      0.00     0.00     1 
2240631340   -3.85102    -49.29190    -0.18     -0.10     0.21     1 
2240631344   -3.85079    -49.17955     0.06     -0.06     0.09     1 
2240631361   -3.87769    -50.80914    -0.09      0.00     0.09     1 
2240631363   -3.87767    -50.75293    -0.30     -0.19     0.35     1 
2240631365   -3.87765    -50.69673    -0.02      0.12     0.12     1 
2240631366   -3.87765    -50.66863    -0.13      0.10     0.16     1 
2240631367   -3.87763    -50.64052    -0.13     -0.01     0.13     1 
2240631368   -3.87762    -50.61242     0.07      0.02     0.07     1 
2240631371   -3.87758    -50.52812    -0.31     -0.30     0.43     1 
2240631372   -3.87756    -50.50001    -0.07     -0.19     0.21     1 
2240631373   -3.87754    -50.47191    -0.21     -0.01     0.21     1 
2240631374   -3.87753    -50.44381    -0.05      0.20     0.21     1 
2240631375   -3.87751    -50.41571     0.04      0.12     0.13     1 
2240631377   -3.87747    -50.35951    -0.25      0.09     0.26     1 
2240631378   -3.87744    -50.33141    -0.15      0.02     0.15     1 
2240631379   -3.87742    -50.30331     0.06      0.11     0.13     1 
2240631382   -3.87735    -50.21901     0.03     -0.08     0.09     1 
2240631387   -3.87721    -50.07851    -0.15      0.03     0.15     1 
2240631392   -3.87704    -49.93802     0.33     -0.24     0.41     1 
2240631393   -3.87701    -49.90992     0.02      0.07     0.07     1 
2240631394   -3.87697    -49.88182     0.02      0.05     0.05     1 
2240631395   -3.87693    -49.85373     0.10      0.03     0.11     1 
2240631396   -3.87689    -49.82563    -0.00      0.06     0.06     1 
2240631397   -3.87685    -49.79753    -0.03      0.15     0.15     1 
2240631398   -3.87681    -49.76944     0.01      0.14     0.14     1 
2240631399   -3.87677    -49.74134     0.01      0.12     0.12     1 
2240631400   -3.87673    -49.71325    -0.03      0.09     0.10     1 
2240631401   -3.87669    -49.68515    -0.26     -0.19     0.32     1 
2240631402   -3.87664    -49.65706    -0.09      0.11     0.14     1 
2240631403   -3.87660    -49.62896    -0.07      0.04     0.08     1 
2240631405   -3.87650    -49.57277    -0.06     -0.02     0.07     1 
2240631408   -3.87636    -49.48849     0.00      0.25     0.25     1 
2240631409   -3.87630    -49.46040    -0.16      0.01     0.16     1 
2240631413   -3.87609    -49.34804    -0.36     -0.00     0.36     1 
2240631414   -3.87604    -49.31994     0.11     -0.09     0.15     1 
2240631415   -3.87598    -49.29185     0.10      0.13     0.17     1 
2240631437   -3.90265    -50.78103    -0.06     -0.27     0.28     1 
2240631438   -3.90264    -50.75292    -0.08     -0.32     0.33     1 
2240631439   -3.90263    -50.72482     0.08     -0.33     0.34     1 
2240631441   -3.90261    -50.66862    -0.07     -0.01     0.07     1 
2240631442   -3.90260    -50.64051     0.07     -0.16     0.17     1 
2240631443   -3.90259    -50.61241    -0.00     -0.03     0.03     1 
2240631445   -3.90256    -50.55620    -0.16      0.03     0.16     1 
2240631447   -3.90253    -50.50000     0.09      0.18     0.20     1 
2240631449   -3.90250    -50.44380    -0.01      0.08     0.08     1 
2240631450   -3.90247    -50.41569    -0.11     -0.02     0.12     1 
2240631452   -3.90243    -50.35949     0.23      0.12     0.26     1 
2240631455   -3.90237    -50.27519    -0.14      0.02     0.14     1 
2240631457   -3.90231    -50.21899    -0.21      0.37     0.42     1 
2240631466   -3.90204    -49.96609     0.12     -0.02     0.12     1 
2240631467   -3.90201    -49.93799     0.27     -0.06     0.28     1 
2240631468   -3.90197    -49.90989     0.06     -0.10     0.12     1 
2240631469   -3.90193    -49.88179     0.00     -0.06     0.06     1 
2240631470   -3.90190    -49.85369     0.03     -0.03     0.05     1 
2240631471   -3.90186    -49.82560    -0.01      0.03     0.03     1 
2240631472   -3.90182    -49.79750     0.01      0.03     0.03     1 
2240631473   -3.90178    -49.76940     0.05      0.02     0.05     1 
2240631474   -3.90173    -49.74130     0.04      0.05     0.07     1 
2240631475   -3.90169    -49.71321    -0.02      0.19     0.19     1 
2240631476   -3.90165    -49.68511     0.07     -0.11     0.13     1 
2240631477   -3.90160    -49.65702     0.05     -0.05     0.07     1 
2240631479   -3.90151    -49.60083    -0.06      0.00     0.06     1 
2240631480   -3.90146    -49.57273    -0.03      0.12     0.13     1 
2240631482   -3.90137    -49.51654     0.04     -0.06     0.07     1 
2240631483   -3.90132    -49.48845    -0.19      0.03     0.20     1 
2240631485   -3.90121    -49.43226     0.16     -0.10     0.19     1 
2240631487   -3.90111    -49.37608     0.02      0.06     0.07     1 
2240631489   -3.90099    -49.31990    -0.08     -0.16     0.18     1 
2240631511   -3.92763    -50.80913    -0.08     -0.14     0.16     1 
2240631512   -3.92762    -50.78102    -0.22     -0.10     0.24     1 
2240631513   -3.92761    -50.75292    -0.17     -0.05     0.17     1 
2240631514   -3.92760    -50.72481    -0.34     -0.24     0.42     1 
2240631516   -3.92758    -50.66861    -0.04      0.06     0.08     1 
2240631517   -3.92757    -50.64050     0.05     -0.01     0.05     1 
2240631518   -3.92756    -50.61240    -0.13     -0.26     0.29     1 
2240631519   -3.92754    -50.58429    -0.29     -0.10     0.30     1 
2240631522   -3.92750    -50.49999     0.01     -0.24     0.24     1 
2240631523   -3.92748    -50.47188     0.25      0.09     0.26     1 
2240631524   -3.92746    -50.44378    -0.11      0.03     0.12     1 
2240631525   -3.92744    -50.41568    -0.14      0.03     0.14     1 
2240631526   -3.92742    -50.38757    -0.06      0.35     0.35     1 
2240631527   -3.92740    -50.35947    -0.09     -0.22     0.24     1 
2240631528   -3.92738    -50.33137    -0.13     -0.04     0.13     1 
2240631529   -3.92736    -50.30327     0.23     -0.13     0.26     1 
2240631531   -3.92731    -50.24706    -0.02      0.14     0.15     1 
2240631533   -3.92726    -50.19086    -0.03     -0.10     0.10     1 
2240631534   -3.92723    -50.16276    -0.23      0.23     0.32     1 
2240631539   -3.92707    -50.02226    -0.15      0.08     0.17     1 
2240631542   -3.92697    -49.93796    -0.02     -0.05     0.05     1 
2240631544   -3.92690    -49.88176     0.04     -0.02     0.04     1 
2240631545   -3.92686    -49.85366     0.03      0.06     0.07     1 
2240631546   -3.92682    -49.82556    -0.04      0.10     0.11     1 
2240631547   -3.92678    -49.79746    -0.01      0.06     0.06     1 
2240631548   -3.92674    -49.76937     0.12     -0.30     0.32     1 
2240631549   -3.92670    -49.74127     0.10     -0.16     0.19     1 
2240631550   -3.92665    -49.71317    -0.09     -0.08     0.12     1 
2240631552   -3.92657    -49.65698    -0.09     -0.06     0.11     1 
2240631555   -3.92643    -49.57269     0.03     -0.01     0.03     1 
2240631556   -3.92638    -49.54459    -0.03      0.18     0.18     1 
2240631557   -3.92633    -49.51650    -0.07     -0.25     0.26     1 
2240631558   -3.92628    -49.48841    -0.06      0.33     0.33     1 
2240631559   -3.92623    -49.46031    -0.03      0.09     0.10     1 
2240631563   -3.92601    -49.34794    -0.31     -0.04     0.31     1 
2240631588   -3.95258    -50.75291    -0.16     -0.11     0.20     1 
2240631590   -3.95256    -50.69670    -0.14      0.07     0.16     1 
2240631592   -3.95254    -50.64049    -0.08     -0.28     0.29     1 
2240631593   -3.95253    -50.61239    -0.05     -0.13     0.14     1 
2240631595   -3.95250    -50.55618    -0.02     -0.24     0.25     1 
2240631598   -3.95245    -50.47187     0.06      0.11     0.12     1 
2240631599   -3.95243    -50.44376    -0.02     -0.19     0.19     1 
2240631602   -3.95237    -50.35945    -0.19     -0.07     0.20     1 
2240631605   -3.95230    -50.27514    -0.16      0.03     0.16     1 
2240631607   -3.95225    -50.21894    -0.20      0.05     0.21     1 
2240631609   -3.95219    -50.16273    -0.09      0.13     0.16     1 
2240631610   -3.95217    -50.13463    -0.04      0.19     0.20     1 
2240631611   -3.95214    -50.10653    -0.13      0.12     0.18     1 
2240631617   -3.95194    -49.93792    -0.04     -0.10     0.10     1 
2240631618   -3.95190    -49.90982    -0.03      0.11     0.11     1 
2240631619   -3.95186    -49.88173     0.09     -0.01     0.09     1 
2240631620   -3.95182    -49.85363     0.06     -0.05     0.07     1 
2240631621   -3.95179    -49.82553    -0.08      0.15     0.17     1 
2240631622   -3.95174    -49.79743     0.00      0.10     0.10     1 
2240631623   -3.95170    -49.76933     0.03      0.15     0.15     1 
2240631624   -3.95166    -49.74123     0.10      0.05     0.11     1 
2240631625   -3.95162    -49.71313     0.05      0.02     0.06     1 
2240631626   -3.95157    -49.68503    -0.04      0.05     0.06     1 
2240631627   -3.95153    -49.65694    -0.07      0.18     0.19     1 
2240631631   -3.95134    -49.54455    -0.05     -0.10     0.11     1 
2240631634   -3.95119    -49.46026     0.18      0.04     0.18     1 
2240631638   -3.95097    -49.34789     0.11      0.23     0.25     1 
2240631641   -3.95080    -49.26361    -0.28     -0.06     0.28     1 
2240631660   -3.97757    -50.83722    -0.01     -0.20     0.20     1 
2240631662   -3.97756    -50.78101     0.02     -0.07     0.08     1 
2240631665   -3.97753    -50.69669    -0.04     -0.16     0.16     1 
2240631666   -3.97752    -50.66859     0.08     -0.12     0.14     1 
2240631669   -3.97748    -50.58427    -0.05     -0.09     0.11     1 
2240631672   -3.97743    -50.49996     0.09      0.05     0.10     1 
2240631674   -3.97740    -50.44375    -0.11      0.04     0.12     1 
2240631675   -3.97738    -50.41564     0.25     -0.13     0.28     1 
2240631676   -3.97736    -50.38754    -0.13     -0.14     0.19     1 
2240631681   -3.97724    -50.24702    -0.06      0.01     0.06     1 
2240631683   -3.97719    -50.19081    -0.28     -0.07     0.28     1 
2240631684   -3.97716    -50.16271    -0.05      0.09     0.11     1 
2240631685   -3.97713    -50.13461    -0.04      0.10     0.11     1 
2240631686   -3.97710    -50.10650    -0.01      0.13     0.13     1 
2240631687   -3.97707    -50.07840    -0.04      0.12     0.13     1 
2240631688   -3.97704    -50.05030    -0.04      0.12     0.12     1 
2240631689   -3.97701    -50.02220    -0.12      0.17     0.21     1 
2240631690   -3.97697    -49.99410    -0.08      0.12     0.15     1 
2240631691   -3.97694    -49.96599    -0.08      0.05     0.10     1 
2240631692   -3.97690    -49.93789    -0.13     -0.14     0.19     1 
2240631693   -3.97687    -49.90979     0.10     -0.09     0.13     1 
2240631694   -3.97683    -49.88169     0.13     -0.03     0.13     1 
2240631695   -3.97679    -49.85359     0.09      0.12     0.15     1 
2240631696   -3.97675    -49.82549     0.04     -0.15     0.16     1 
2240631697   -3.97671    -49.79739    -0.02     -0.02     0.03     1 
2240631698   -3.97667    -49.76929    -0.06      0.00     0.06     1 
2240631699   -3.97662    -49.74119    -0.07     -0.05     0.09     1 
2240631700   -3.97658    -49.71309    -0.03      0.16     0.17     1 
2240631701   -3.97654    -49.68500    -0.02      0.08     0.09     1 
2240631705   -3.97635    -49.57260    -0.12      0.25     0.27     1 
2240631706   -3.97630    -49.54451     0.02      0.02     0.03     1 
2240631708   -3.97620    -49.48831     0.11     -0.03     0.11     1 
2240631711   -3.97604    -49.40403    -0.02      0.14     0.15     1 
2240631712   -3.97598    -49.37593    -0.18      0.09     0.20     1 
2240631713   -3.97593    -49.34784    -0.05     -0.09     0.11     1 
2240631717   -3.97569    -49.23547    -0.08      0.01     0.08     1 
2240631735   -4.00254    -50.83722     0.02      0.03     0.04     1 
2240631737   -4.00253    -50.78100     0.15     -0.15     0.21     1 
2240631739   -4.00251    -50.72479    -0.02     -0.32     0.32     1 
2240631740   -4.00250    -50.69668    -0.15     -0.01     0.15     1 
2240631742   -4.00248    -50.64047    -0.08     -0.07     0.11     1 
2240631744   -4.00245    -50.58426    -0.26     -0.01     0.26     1 
2240631747   -4.00240    -50.49994    -0.20     -0.16     0.25     1 
2240631749   -4.00237    -50.44373    -0.07     -0.02     0.07     1 
2240631750   -4.00235    -50.41562    -0.04     -0.06     0.07     1 
2240631752   -4.00231    -50.35941     0.11      0.17     0.21     1 
2240631754   -4.00226    -50.30320    -0.10     -0.03     0.10     1 
2240631755   -4.00223    -50.27510    -0.37      0.19     0.41     1 
2240631757   -4.00218    -50.21889    -0.28     -0.14     0.31     1 
2240631760   -4.00210    -50.13458     0.13      0.01     0.13     1 
2240631761   -4.00207    -50.10648    -0.09      0.08     0.12     1 
2240631762   -4.00204    -50.07837    -0.04      0.08     0.09     1 
2240631763   -4.00200    -50.05027    -0.09      0.05     0.11     1 
2240631764   -4.00197    -50.02217    -0.08      0.09     0.12     1 
2240631765   -4.00194    -49.99406    -0.11      0.07     0.13     1 
2240631766   -4.00190    -49.96596    -0.06      0.08     0.10     1 
2240631767   -4.00187    -49.93786    -0.15      0.07     0.17     1 
2240631768   -4.00183    -49.90976    -0.02      0.04     0.04     1 
2240631769   -4.00179    -49.88166     0.22      0.08     0.23     1 
2240631770   -4.00175    -49.85356     0.02      0.20     0.20     1 
2240631771   -4.00171    -49.82545     0.13     -0.02     0.14     1 
2240631773   -4.00163    -49.76925     0.14     -0.04     0.15     1 
2240631774   -4.00159    -49.74115     0.02      0.04     0.04     1 
2240631775   -4.00154    -49.71305     0.07      0.07     0.10     1 
2240631776   -4.00150    -49.68496    -0.02     -0.01     0.03     1 
2240631777   -4.00145    -49.65686     0.06     -0.25     0.26     1 
2240631779   -4.00136    -49.60066    -0.05     -0.28     0.28     1 
2240631780   -4.00131    -49.57256    -0.05      0.03     0.06     1 
2240631781   -4.00126    -49.54446     0.03      0.05     0.06     1 
2240631782   -4.00121    -49.51637    -0.09     -0.25     0.26     1 
2240631783   -4.00116    -49.48827    -0.18     -0.12     0.22     1 
2240631784   -4.00111    -49.46017     0.14     -0.11     0.18     1 
2240631785   -4.00105    -49.43208     0.27     -0.10     0.29     1 
2240631788   -4.00089    -49.34779     0.03     -0.04     0.05     1 
2240631791   -4.00071    -49.26351    -0.05     -0.14     0.15     1 
2240631792   -4.00065    -49.23541     0.01     -0.31     0.31     1 
2240631793   -4.00059    -49.20732     0.23      0.28     0.36     1 
2240631812   -4.02750    -50.78099     0.05     -0.30     0.31     1 
2240631813   -4.02749    -50.75289    -0.19     -0.03     0.19     1 
2240631814   -4.02748    -50.72478     0.04     -0.34     0.34     1 
2240631816   -4.02746    -50.66857     0.11      0.03     0.12     1 
2240631817   -4.02745    -50.64046     0.09      0.11     0.15     1 
2240631819   -4.02742    -50.58425    -0.12      0.02     0.12     1 
2240631825   -4.02732    -50.41561    -0.03     -0.10     0.10     1 
2240631826   -4.02729    -50.38750    -0.05      0.13     0.14     1 
2240631827   -4.02727    -50.35939     0.05     -0.14     0.15     1 
2240631828   -4.02725    -50.33129     0.00     -0.07     0.07     1 
2240631829   -4.02723    -50.30318    -0.01     -0.39     0.39     1 
2240631830   -4.02720    -50.27508    -0.30      0.01     0.30     1 
2240631832   -4.02715    -50.21887    -0.13      0.33     0.36     1 
2240631833   -4.02712    -50.19076    -0.12      0.12     0.17     1 
2240631834   -4.02710    -50.16266    -0.21      0.02     0.21     1 
2240631835   -4.02707    -50.13455    -0.05      0.13     0.14     1 
2240631836   -4.02703    -50.10645    -0.06      0.13     0.14     1 
2240631837   -4.02700    -50.07834    -0.03      0.09     0.09     1 
2240631838   -4.02697    -50.05024    -0.16      0.07     0.17     1 
2240631839   -4.02694    -50.02214    -0.06      0.06     0.09     1 
2240631840   -4.02690    -49.99403    -0.11      0.02     0.11     1 
2240631841   -4.02687    -49.96593    -0.10     -0.08     0.13     1 
2240631843   -4.02679    -49.90973     0.05     -0.07     0.08     1 
2240631844   -4.02676    -49.88162     0.10     -0.17     0.20     1 
2240631845   -4.02672    -49.85352     0.07     -0.07     0.10     1 
2240631846   -4.02668    -49.82542     0.14     -0.34     0.36     1 
2240631847   -4.02664    -49.79732     0.02     -0.18     0.18     1 
2240631848   -4.02659    -49.76922     0.08      0.17     0.19     1 
2240631849   -4.02655    -49.74112     0.02     -0.01     0.02     1 
2240631850   -4.02651    -49.71301    -0.02      0.13     0.13     1 
2240631851   -4.02646    -49.68491    -0.07      0.18     0.19     1 
2240631852   -4.02642    -49.65682     0.15      0.11     0.19     1 
2240631854   -4.02632    -49.60062    -0.06      0.06     0.08     1 
2240631855   -4.02627    -49.57252     0.04      0.03     0.05     1 
2240631856   -4.02622    -49.54442     0.01      0.01     0.01     1 
2240631859   -4.02607    -49.46012    -0.08     -0.19     0.21     1 
2240631863   -4.02585    -49.34774    -0.19      0.05     0.20     1 
2240631865   -4.02573    -49.29155     0.04     -0.18     0.18     1 
2240631867   -4.02561    -49.23536     0.27     -0.05     0.27     1 
2240631868   -4.02555    -49.20726     0.23      0.05     0.23     1 
2240631887   -4.05247    -50.78099    -0.03     -0.38     0.39     1 
2240631888   -4.05246    -50.75288    -0.07     -0.34     0.34     1 
2240631891   -4.05243    -50.66856     0.08     -0.12     0.14     1 
2240631892   -4.05241    -50.64045     0.05      0.03     0.06     1 
2240631897   -4.05234    -50.49991     0.04      0.05     0.06     1 
2240631898   -4.05232    -50.47180    -0.14      0.04     0.15     1 
2240631900   -4.05228    -50.41559    -0.08      0.12     0.14     1 
2240631902   -4.05224    -50.35938    -0.16     -0.12     0.21     1 
2240631903   -4.05222    -50.33127    -0.23      0.01     0.24     1 
2240631904   -4.05220    -50.30316     0.05      0.07     0.09     1 
2240631905   -4.05217    -50.27506     0.12     -0.21     0.25     1 
2240631906   -4.05214    -50.24695     0.00     -0.08     0.08     1 
2240631909   -4.05206    -50.16263    -0.08      0.06     0.10     1 
2240631910   -4.05203    -50.13453    -0.04     -0.11     0.12     1 
2240631911   -4.05200    -50.10642     0.04      0.02     0.05     1 
2240631912   -4.05197    -50.07832     0.13     -0.06     0.14     1 
2240631913   -4.05194    -50.05021    -0.05      0.12     0.13     1 
2240631914   -4.05190    -50.02211    -0.10      0.14     0.18     1 
2240631915   -4.05187    -49.99400    -0.09      0.03     0.09     1 
2240631916   -4.05183    -49.96590     0.02      0.13     0.13     1 
2240631917   -4.05180    -49.93780     0.02      0.08     0.08     1 
2240631918   -4.05176    -49.90969     0.08     -0.01     0.08     1 
2240631919   -4.05172    -49.88159     0.21     -0.07     0.22     1 
2240631920   -4.05168    -49.85349     0.16      0.09     0.19     1 
2240631921   -4.05164    -49.82538     0.02     -0.11     0.11     1 
2240631922   -4.05160    -49.79728    -0.14     -0.14     0.19     1 
2240631923   -4.05156    -49.76918    -0.08     -0.28     0.29     1 
2240631924   -4.05151    -49.74108     0.00     -0.22     0.22     1 
2240631925   -4.05147    -49.71298    -0.02      0.01     0.02     1 
2240631926   -4.05142    -49.68487     0.03     -0.27     0.27     1 
2240631930   -4.05123    -49.57247    -0.07      0.17     0.18     1 
2240631931   -4.05118    -49.54437     0.09      0.18     0.21     1 
2240631932   -4.05113    -49.51628     0.01      0.12     0.12     1 
2240631934   -4.05103    -49.46008     0.09      0.01     0.09     1 
2240631959   -4.07745    -50.86531    -0.02     -0.08     0.08     1 
2240631962   -4.07744    -50.78098    -0.02     -0.37     0.37     1 
2240631966   -4.07740    -50.66855    -0.06     -0.05     0.08     1 
2240631967   -4.07738    -50.64044     0.15      0.15     0.21     1 
2240631970   -4.07734    -50.55611    -0.13     -0.07     0.14     1 
2240631975   -4.07725    -50.41557    -0.09     -0.11     0.14     1 
2240631976   -4.07723    -50.38746    -0.06     -0.17     0.18     1 
2240631977   -4.07721    -50.35936    -0.13     -0.20     0.24     1 
2240631978   -4.07719    -50.33125    -0.00      0.05     0.05     1 
2240631979   -4.07716    -50.30314     0.02     -0.16     0.16     1 
2240631984   -4.07703    -50.16261    -0.12     -0.12     0.17     1 
2240631985   -4.07700    -50.13450    -0.04     -0.09     0.10     1 
2240631986   -4.07697    -50.10639    -0.05      0.03     0.06     1 
2240631987   -4.07693    -50.07829    -0.01     -0.15     0.15     1 
2240631988   -4.07690    -50.05018    -0.06      0.06     0.09     1 
2240631990   -4.07683    -49.99397    -0.02     -0.02     0.03     1 
2240631991   -4.07680    -49.96587    -0.35     -0.18     0.39     1 
2240631994   -4.07669    -49.88155     0.12      0.16     0.20     1 
2240631996   -4.07660    -49.82535    -0.12     -0.01     0.12     1 
2240631998   -4.07652    -49.76914     0.12     -0.05     0.13     1 
2240631999   -4.07648    -49.74104     0.03      0.08     0.09     1 
2240632000   -4.07643    -49.71294    -0.04      0.07     0.08     1 
2240632001   -4.07639    -49.68483    -0.05      0.20     0.21     1 
2240632002   -4.07634    -49.65673    -0.01      0.04     0.04     1 
2240632005   -4.07620    -49.57243    -0.02      0.02     0.03     1 
2240632006   -4.07615    -49.54433     0.02     -0.11     0.11     1 
2240632007   -4.07609    -49.51623    -0.03      0.15     0.16     1 
2240632017   -4.07552    -49.23525    -0.17      0.19     0.26     1 
2240632018   -4.07546    -49.20716    -0.06     -0.18     0.19     1 
2240632036   -4.10241    -50.80909     0.02     -0.22     0.22     1 
2240632038   -4.10240    -50.75286    -0.01     -0.11     0.11     1 
2240632039   -4.10239    -50.72476     0.19      0.07     0.20     1 
2240632040   -4.10238    -50.69665    -0.14     -0.35     0.37     1 
2240632041   -4.10236    -50.66854    -0.03     -0.04     0.05     1 
2240632044   -4.10233    -50.58421    -0.06      0.03     0.07     1 
2240632045   -4.10231    -50.55610    -0.07      0.11     0.13     1 
2240632047   -4.10228    -50.49988     0.13     -0.02     0.13     1 
2240632048   -4.10226    -50.47177    -0.08      0.02     0.08     1 
2240632051   -4.10220    -50.38744     0.01     -0.27     0.27     1 
2240632053   -4.10215    -50.33123    -0.01     -0.03     0.03     1 
2240632055   -4.10210    -50.27501     0.11     -0.15     0.18     1 
2240632058   -4.10202    -50.19069     0.00      0.26     0.26     1 
2240632059   -4.10199    -50.16258     0.02      0.14     0.14     1 
2240632060   -4.10196    -50.13447    -0.06      0.16     0.17     1 
2240632061   -4.10193    -50.10637    -0.05      0.18     0.18     1 
2240632062   -4.10190    -50.07826    -0.09      0.02     0.09     1 
2240632063   -4.10187    -50.05015    -0.01     -0.01     0.02     1 
2240632067   -4.10173    -49.93773     0.01      0.09     0.09     1 
2240632068   -4.10169    -49.90962    -0.12      0.28     0.31     1 
2240632069   -4.10165    -49.88152     0.24      0.15     0.28     1 
2240632070   -4.10161    -49.85342     0.05     -0.10     0.12     1 
2240632071   -4.10157    -49.82531    -0.12     -0.30     0.33     1 
2240632072   -4.10153    -49.79721     0.07     -0.00     0.07     1 
2240632073   -4.10148    -49.76910     0.06     -0.05     0.08     1 
2240632074   -4.10144    -49.74100     0.02      0.07     0.07     1 
2240632075   -4.10140    -49.71290    -0.02      0.10     0.10     1 
2240632076   -4.10135    -49.68479    -0.01      0.14     0.14     1 
2240632080   -4.10116    -49.57239    -0.05      0.12     0.13     1 
2240632081   -4.10111    -49.54429     0.09     -0.10     0.14     1 
2240632082   -4.10105    -49.51618    -0.11     -0.21     0.24     1 
2240632083   -4.10100    -49.48808     0.16     -0.19     0.25     1 
2240632085   -4.10089    -49.43188    -0.12     -0.17     0.21     1 
2240632113   -4.12737    -50.75286    -0.08     -0.13     0.15     1 
2240632115   -4.12735    -50.69664    -0.09     -0.09     0.13     1 
2240632116   -4.12733    -50.66853    -0.14     -0.12     0.18     1 
2240632121   -4.12726    -50.52797    -0.13      0.04     0.13     1 
2240632128   -4.12712    -50.33121     0.25      0.04     0.25     1 
2240632131   -4.12705    -50.24688    -0.11     -0.15     0.19     1 
2240632134   -4.12696    -50.16255     0.08     -0.06     0.10     1 
2240632135   -4.12693    -50.13445     0.21     -0.05     0.21     1 
2240632136   -4.12690    -50.10634     0.10     -0.05     0.11     1 
2240632137   -4.12687    -50.07823     0.06      0.18     0.19     1 
2240632138   -4.12683    -50.05012    -0.24      0.09     0.26     1 
2240632139   -4.12680    -50.02202     0.25      0.00     0.25     1 
