==============================================================================
==============================================================================
Wed. Jun. 18 2014                  LANDSAT 5                       Time: 07:31
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101406179892_00092                          Path / Row - 224 / 63
Reference Image: L51CUB1011210130101_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2240633119   -4.45115    -49.88101    -0.14     -0.26     0.30     1 
2240633120   -4.45111    -49.85290    -0.18      0.15     0.24     1 
2240633121   -4.45106    -49.82478     0.26     -0.29     0.39     1 
2240633123   -4.45097    -49.76855     0.17      0.16     0.24     1 
2240633124   -4.45092    -49.74043     0.16     -0.04     0.16     1 
2240633129   -4.45067    -49.59985     0.10      0.11     0.15     1 
2240633130   -4.45062    -49.57174     0.07     -0.01     0.07     1 
2240633131   -4.45056    -49.54362    -0.03      0.04     0.05     1 
2240633132   -4.45050    -49.51551    -0.02     -0.01     0.02     1 
2240633134   -4.45039    -49.45929    -0.05      0.02     0.06     1 
2240633135   -4.45033    -49.43117    -0.09     -0.07     0.11     1 
2240633136   -4.45027    -49.40306    -0.06     -0.07     0.09     1 
2240633137   -4.45021    -49.37495     0.18     -0.14     0.23     1 
2240633138   -4.45015    -49.34684     0.12     -0.04     0.13     1 
2240633139   -4.45008    -49.31873     0.26     -0.08     0.28     1 
2240633160   -4.47695    -50.83712     0.04     -0.10     0.11     1 
2240633161   -4.47695    -50.80899     0.02     -0.07     0.07     1 
2240633163   -4.47693    -50.75274     0.13     -0.11     0.17     1 
2240633164   -4.47692    -50.72462    -0.04     -0.17     0.18     1 
2240633167   -4.47688    -50.64025     0.13     -0.02     0.14     1 
2240633168   -4.47687    -50.61213     0.05     -0.03     0.06     1 
2240633169   -4.47685    -50.58400     0.04     -0.04     0.06     1 
2240633171   -4.47682    -50.52776    -0.06     -0.03     0.07     1 
2240633174   -4.47676    -50.44339     0.14      0.09     0.17     1 
2240633178   -4.47667    -50.33090     0.21     -0.28     0.35     1 
2240633187   -4.47639    -50.07781    -0.03      0.08     0.08     1 
2240633188   -4.47635    -50.04969    -0.03      0.08     0.09     1 
2240633189   -4.47632    -50.02157    -0.06      0.10     0.12     1 
2240633190   -4.47628    -49.99345    -0.03      0.15     0.15     1 
2240633191   -4.47624    -49.96533    -0.04      0.14     0.15     1 
2240633192   -4.47620    -49.93721    -0.03      0.11     0.12     1 
2240633193   -4.47616    -49.90909    -0.04      0.12     0.13     1 
2240633195   -4.47607    -49.85286     0.14     -0.25     0.29     1 
2240633196   -4.47603    -49.82474     0.21      0.21     0.30     1 
2240633200   -4.47584    -49.71227    -0.14     -0.05     0.14     1 
2240633201   -4.47579    -49.68415     0.10      0.21     0.23     1 
2240633203   -4.47569    -49.62792    -0.01     -0.18     0.18     1 
2240633204   -4.47563    -49.59981    -0.07     -0.12     0.14     1 
2240633205   -4.47558    -49.57169     0.02     -0.07     0.07     1 
2240633206   -4.47552    -49.54358     0.09      0.11     0.14     1 
2240633207   -4.47546    -49.51546     0.01      0.22     0.22     1 
2240633210   -4.47529    -49.43112     0.00      0.00     0.00     1 
2240633211   -4.47523    -49.40301     0.09      0.05     0.10     1 
2240633212   -4.47517    -49.37489    -0.16      0.04     0.16     1 
2240633213   -4.47510    -49.34678     0.16     -0.26     0.30     1 
2240633214   -4.47504    -49.31867    -0.00     -0.11     0.11     1 
2240633231   -4.50194    -50.94961     0.12     -0.35     0.37     1 
2240633232   -4.50194    -50.92148    -0.06     -0.20     0.21     1 
2240633238   -4.50190    -50.75274     0.06     -0.04     0.07     1 
2240633239   -4.50189    -50.72461     0.23     -0.01     0.23     1 
2240633240   -4.50188    -50.69649     0.29      0.18     0.34     1 
2240633241   -4.50187    -50.66836    -0.15     -0.17     0.23     1 
2240633242   -4.50185    -50.64024    -0.02      0.10     0.10     1 
2240633245   -4.50181    -50.55587     0.22     -0.19     0.29     1 
2240633248   -4.50175    -50.47149     0.12     -0.05     0.13     1 
2240633249   -4.50173    -50.44337     0.21      0.04     0.22     1 
2240633253   -4.50163    -50.33088    -0.31      0.18     0.36     1 
2240633258   -4.50149    -50.19027     0.05      0.04     0.07     1 
2240633262   -4.50136    -50.07778    -0.01      0.10     0.10     1 
2240633263   -4.50132    -50.04966    -0.05      0.06     0.08     1 
2240633264   -4.50128    -50.02154    -0.05      0.04     0.07     1 
2240633265   -4.50124    -49.99342    -0.02      0.04     0.05     1 
2240633266   -4.50120    -49.96530    -0.11     -0.01     0.11     1 
2240633267   -4.50116    -49.93718    -0.06      0.00     0.06     1 
2240633268   -4.50112    -49.90906    -0.04      0.03     0.05     1 
2240633269   -4.50108    -49.88094    -0.13     -0.06     0.14     1 
2240633270   -4.50104    -49.85282    -0.00      0.35     0.35     1 
2240633271   -4.50099    -49.82470     0.07      0.02     0.07     1 
2240633276   -4.50075    -49.68411     0.02      0.07     0.08     1 
2240633277   -4.50070    -49.65599     0.13     -0.08     0.15     1 
2240633279   -4.50059    -49.59976    -0.07     -0.07     0.10     1 
2240633280   -4.50054    -49.57164     0.09      0.05     0.10     1 
2240633281   -4.50048    -49.54353    -0.24      0.15     0.29     1 
2240633285   -4.50025    -49.43107     0.06     -0.09     0.10     1 
2240633286   -4.50019    -49.40295    -0.03      0.00     0.03     1 
2240633287   -4.50012    -49.37484    -0.06     -0.06     0.08     1 
2240633288   -4.50006    -49.34673     0.34      0.19     0.39     1 
2240633289   -4.50000    -49.31861    -0.08      0.14     0.16     1 
2240633309   -4.52690    -50.86523    -0.07     -0.08     0.11     1 
2240633315   -4.52685    -50.69648    -0.19     -0.36     0.41     1 
2240633318   -4.52681    -50.61210     0.01      0.15     0.15     1 
2240633324   -4.52670    -50.44335     0.06      0.08     0.10     1 
2240633325   -4.52667    -50.41523    -0.34      0.26     0.43     1 
2240633328   -4.52660    -50.33086     0.18      0.20     0.27     1 
2240633332   -4.52649    -50.21836     0.25     -0.05     0.26     1 
2240633333   -4.52646    -50.19024    -0.09     -0.02     0.09     1 
2240633334   -4.52642    -50.16212    -0.02     -0.04     0.05     1 
2240633336   -4.52636    -50.10587     0.17     -0.24     0.30     1 
2240633337   -4.52632    -50.07775    -0.02      0.14     0.15     1 
2240633338   -4.52629    -50.04963    -0.01      0.16     0.16     1 
2240633339   -4.52625    -50.02150    -0.03      0.14     0.14     1 
2240633340   -4.52621    -49.99338    -0.06      0.10     0.11     1 
2240633341   -4.52617    -49.96526    -0.04      0.05     0.06     1 
2240633342   -4.52613    -49.93714    -0.04      0.10     0.10     1 
2240633343   -4.52609    -49.90902    -0.03      0.09     0.09     1 
2240633344   -4.52604    -49.88090    -0.04      0.02     0.04     1 
2240633345   -4.52600    -49.85278    -0.07      0.02     0.08     1 
2240633346   -4.52595    -49.82466    -0.06      0.28     0.29     1 
2240633347   -4.52591    -49.79654     0.11     -0.15     0.19     1 
2240633348   -4.52586    -49.76842     0.03     -0.13     0.13     1 
2240633351   -4.52571    -49.68406    -0.14     -0.34     0.37     1 
2240633352   -4.52566    -49.65595    -0.01      0.01     0.02     1 
2240633353   -4.52561    -49.62783     0.07     -0.13     0.15     1 
2240633354   -4.52555    -49.59971    -0.02      0.12     0.12     1 
2240633355   -4.52550    -49.57159    -0.13      0.06     0.14     1 
2240633356   -4.52544    -49.54348    -0.06      0.25     0.26     1 
2240633359   -4.52527    -49.45913    -0.03     -0.15     0.16     1 
2240633360   -4.52521    -49.43101    -0.01     -0.12     0.12     1 
2240633361   -4.52515    -49.40290    -0.02     -0.12     0.12     1 
2240633362   -4.52508    -49.37478     0.06     -0.07     0.09     1 
2240633363   -4.52502    -49.34667     0.04      0.04     0.06     1 
2240633364   -4.52496    -49.31856     0.04      0.04     0.06     1 
2240633381   -4.55188    -50.94961     0.06     -0.18     0.19     1 
2240633392   -4.55179    -50.64021     0.24     -0.06     0.25     1 
2240633393   -4.55177    -50.61209    -0.12     -0.11     0.16     1 
2240633394   -4.55176    -50.58396    -0.02     -0.02     0.03     1 
2240633395   -4.55174    -50.55584    -0.11     -0.19     0.22     1 
2240633398   -4.55168    -50.47146     0.11     -0.06     0.13     1 
2240633400   -4.55164    -50.41521     0.13      0.03     0.14     1 
2240633401   -4.55162    -50.38708     0.15      0.05     0.16     1 
2240633402   -4.55159    -50.35896    -0.24      0.18     0.30     1 
2240633403   -4.55157    -50.33083     0.13      0.11     0.17     1 
2240633404   -4.55154    -50.30271    -0.01      0.32     0.32     1 
2240633405   -4.55151    -50.27458     0.01      0.20     0.20     1 
2240633406   -4.55148    -50.24646     0.14      0.16     0.21     1 
2240633407   -4.55145    -50.21834     0.17      0.34     0.38     1 
2240633409   -4.55139    -50.16209     0.35     -0.07     0.36     1 
2240633411   -4.55132    -50.10584     0.05      0.14     0.15     1 
2240633412   -4.55129    -50.07772     0.00      0.06     0.06     1 
2240633413   -4.55125    -50.04959    -0.07      0.07     0.10     1 
2240633414   -4.55121    -50.02147    -0.02      0.06     0.06     1 
2240633415   -4.55117    -49.99335    -0.05      0.08     0.09     1 
2240633416   -4.55114    -49.96523    -0.03      0.11     0.12     1 
2240633417   -4.55109    -49.93710    -0.03      0.16     0.17     1 
2240633418   -4.55105    -49.90898    -0.01      0.12     0.12     1 
2240633419   -4.55101    -49.88086    -0.05      0.17     0.18     1 
2240633420   -4.55096    -49.85274    -0.04      0.13     0.13     1 
2240633421   -4.55092    -49.82462    -0.01     -0.01     0.02     1 
2240633422   -4.55087    -49.79650    -0.01     -0.15     0.15     1 
2240633423   -4.55082    -49.76838     0.10     -0.21     0.24     1 
2240633426   -4.55068    -49.68402     0.09     -0.08     0.12     1 
2240633427   -4.55062    -49.65590     0.01      0.03     0.03     1 
2240633428   -4.55057    -49.62778     0.09     -0.11     0.14     1 
2240633429   -4.55052    -49.59966    -0.05      0.03     0.06     1 
2240633430   -4.55046    -49.57154     0.04     -0.04     0.06     1 
2240633431   -4.55040    -49.54343     0.06      0.05     0.08     1 
2240633432   -4.55035    -49.51531    -0.06     -0.02     0.07     1 
2240633436   -4.55011    -49.40284    -0.18     -0.18     0.25     1 
2240633437   -4.55004    -49.37473     0.04      0.11     0.12     1 
2240633438   -4.54998    -49.34661     0.24     -0.06     0.24     1 
2240633456   -4.57685    -50.94960     0.01     -0.17     0.17     1 
2240633457   -4.57684    -50.92148     0.12     -0.04     0.13     1 
2240633461   -4.57682    -50.80897     0.00     -0.05     0.05     1 
2240633462   -4.57681    -50.78084     0.11     -0.04     0.11     1 
2240633476   -4.57658    -50.38706    -0.18     -0.10     0.21     1 
2240633477   -4.57656    -50.35894     0.14      0.12     0.18     1 
2240633482   -4.57642    -50.21831    -0.00      0.20     0.20     1 
2240633483   -4.57639    -50.19018     0.12      0.24     0.27     1 
2240633485   -4.57632    -50.13393    -0.01      0.16     0.16     1 
2240633486   -4.57629    -50.10581    -0.03      0.18     0.18     1 
2240633487   -4.57625    -50.07769    -0.06      0.11     0.13     1 
2240633488   -4.57622    -50.04956    -0.07      0.05     0.08     1 
2240633489   -4.57618    -50.02144    -0.02      0.07     0.08     1 
2240633490   -4.57614    -49.99331    -0.02      0.08     0.08     1 
2240633491   -4.57610    -49.96519    -0.01      0.06     0.06     1 
2240633492   -4.57606    -49.93707    -0.04      0.01     0.05     1 
2240633493   -4.57602    -49.90895    -0.00      0.00     0.00     1 
2240633494   -4.57597    -49.88082    -0.04      0.03     0.05     1 
2240633495   -4.57593    -49.85270    -0.07      0.01     0.07     1 
2240633496   -4.57588    -49.82458    -0.05      0.05     0.07     1 
2240633497   -4.57584    -49.79646     0.01      0.05     0.05     1 
2240633499   -4.57574    -49.74021     0.18     -0.16     0.24     1 
2240633500   -4.57569    -49.71209     0.25     -0.34     0.42     1 
2240633501   -4.57564    -49.68397     0.15     -0.33     0.37     1 
2240633502   -4.57559    -49.65585     0.04     -0.01     0.05     1 
2240633503   -4.57553    -49.62773    -0.02     -0.14     0.14     1 
2240633504   -4.57548    -49.59961    -0.02      0.08     0.08     1 
2240633505   -4.57542    -49.57149     0.04      0.09     0.10     1 
2240633506   -4.57536    -49.54338     0.08     -0.20     0.22     1 
2240633507   -4.57531    -49.51526     0.08     -0.03     0.09     1 
2240633508   -4.57525    -49.48714    -0.02      0.10     0.10     1 
2240633511   -4.57507    -49.40279     0.17     -0.13     0.22     1 
2240633512   -4.57500    -49.37467     0.04     -0.16     0.16     1 
2240633513   -4.57494    -49.34656     0.14      0.07     0.16     1 
2240633514   -4.57487    -49.31844     0.15     -0.29     0.33     1 
2240633530   -4.60182    -50.97773     0.06     -0.01     0.06     1 
2240633531   -4.60182    -50.94960     0.03     -0.05     0.06     1 
2240633532   -4.60181    -50.92147     0.05     -0.04     0.06     1 
2240633534   -4.60180    -50.86522     0.17     -0.04     0.17     1 
2240633536   -4.60179    -50.80896    -0.14     -0.15     0.21     1 
2240633549   -4.60160    -50.44329     0.23      0.01     0.23     1 
2240633551   -4.60155    -50.38704     0.24      0.06     0.25     1 
2240633555   -4.60145    -50.27453    -0.04      0.07     0.08     1 
2240633556   -4.60142    -50.24641     0.02      0.04     0.04     1 
2240633557   -4.60139    -50.21828     0.01      0.02     0.03     1 
2240633558   -4.60136    -50.19015     0.01      0.08     0.08     1 
2240633559   -4.60132    -50.16203     0.07      0.12     0.14     1 
2240633560   -4.60129    -50.13390    -0.01      0.16     0.16     1 
2240633561   -4.60126    -50.10578     0.04      0.18     0.19     1 
2240633562   -4.60122    -50.07765     0.02      0.18     0.19     1 
2240633563   -4.60118    -50.04953    -0.05      0.15     0.16     1 
2240633564   -4.60114    -50.02140     0.02      0.17     0.17     1 
2240633565   -4.60111    -49.99328     0.02      0.23     0.23     1 
2240633566   -4.60107    -49.96515     0.02      0.09     0.09     1 
2240633567   -4.60102    -49.93703    -0.02      0.13     0.14     1 
2240633568   -4.60098    -49.90891    -0.01      0.09     0.09     1 
2240633569   -4.60094    -49.88078    -0.03      0.08     0.08     1 
2240633570   -4.60089    -49.85266     0.01      0.12     0.12     1 
2240633571   -4.60085    -49.82454    -0.06      0.06     0.09     1 
2240633572   -4.60080    -49.79642    -0.09      0.03     0.10     1 
2240633573   -4.60075    -49.76829    -0.00     -0.06     0.06     1 
2240633575   -4.60065    -49.71205     0.21     -0.34     0.40     1 
2240633576   -4.60060    -49.68393     0.09     -0.28     0.30     1 
2240633577   -4.60055    -49.65581    -0.04     -0.01     0.04     1 
2240633579   -4.60044    -49.59956    -0.01      0.07     0.07     1 
2240633580   -4.60038    -49.57144     0.08      0.00     0.08     1 
2240633581   -4.60033    -49.54333     0.13      0.10     0.16     1 
2240633582   -4.60027    -49.51521     0.20     -0.05     0.21     1 
2240633583   -4.60021    -49.48709     0.00      0.05     0.05     1 
2240633584   -4.60015    -49.45897     0.01      0.03     0.04     1 
2240633586   -4.60003    -49.40273    -0.01     -0.10     0.10     1 
2240633587   -4.59996    -49.37461    -0.07     -0.10     0.13     1 
2240633588   -4.59990    -49.34650    -0.08     -0.11     0.13     1 
2240633589   -4.59983    -49.31838     0.15      0.08     0.18     1 
2240633605   -4.62678    -50.97773     0.08     -0.17     0.19     1 
2240633606   -4.62678    -50.94960     0.10     -0.14     0.18     1 
2240633607   -4.62678    -50.92147     0.06     -0.10     0.12     1 
2240633610   -4.62677    -50.83708     0.12     -0.09     0.15     1 
2240633616   -4.62671    -50.66831     0.10      0.05     0.11     1 
2240633625   -4.62654    -50.41515    -0.04     -0.09     0.10     1 
2240633626   -4.62652    -50.38702     0.20     -0.03     0.20     1 
2240633628   -4.62647    -50.33076    -0.02      0.18     0.18     1 
2240633629   -4.62644    -50.30264    -0.02      0.17     0.17     1 
2240633630   -4.62641    -50.27451    -0.00      0.13     0.13     1 
2240633631   -4.62638    -50.24638     0.00      0.12     0.12     1 
2240633632   -4.62635    -50.21825     0.04      0.10     0.10     1 
2240633633   -4.62632    -50.19013     0.03      0.10     0.11     1 
2240633634   -4.62629    -50.16200     0.00      0.07     0.07     1 
2240633635   -4.62626    -50.13387    -0.01      0.04     0.05     1 
2240633636   -4.62622    -50.10575    -0.02      0.03     0.03     1 
2240633637   -4.62618    -50.07762    -0.05     -0.00     0.05     1 
2240633638   -4.62615    -50.04949    -0.05      0.01     0.05     1 
2240633639   -4.62611    -50.02137    -0.02      0.02     0.03     1 
2240633640   -4.62607    -49.99324    -0.02      0.08     0.08     1 
2240633641   -4.62603    -49.96512    -0.03      0.10     0.10     1 
2240633642   -4.62599    -49.93699    -0.02      0.10     0.10     1 
2240633643   -4.62594    -49.90887     0.00      0.11     0.11     1 
2240633644   -4.62590    -49.88074    -0.03      0.17     0.17     1 
2240633645   -4.62586    -49.85262    -0.05      0.22     0.22     1 
2240633646   -4.62581    -49.82450    -0.04      0.22     0.22     1 
2240633647   -4.62576    -49.79637    -0.12      0.18     0.21     1 
2240633648   -4.62571    -49.76825     0.18      0.08     0.20     1 
2240633649   -4.62566    -49.74013    -0.02     -0.16     0.16     1 
2240633650   -4.62561    -49.71200    -0.02     -0.22     0.22     1 
2240633653   -4.62546    -49.62764     0.07     -0.16     0.17     1 
2240633654   -4.62540    -49.59952     0.09      0.08     0.12     1 
2240633659   -4.62511    -49.45891    -0.09      0.03     0.09     1 
2240633662   -4.62492    -49.37456    -0.02      0.02     0.03     1 
2240633663   -4.62486    -49.34644     0.19     -0.11     0.21     1 
2240633680   -4.65175    -50.97773     0.08      0.03     0.08     1 
2240633681   -4.65175    -50.94960     0.05     -0.03     0.06     1 
2240633682   -4.65175    -50.92147     0.11      0.02     0.11     1 
2240633684   -4.65174    -50.86521     0.19     -0.15     0.25     1 
2240633691   -4.65168    -50.66829     0.05      0.03     0.05     1 
2240633702   -4.65146    -50.35887    -0.05      0.03     0.06     1 
2240633703   -4.65144    -50.33074    -0.02      0.09     0.09     1 
2240633704   -4.65141    -50.30261    -0.05      0.11     0.12     1 
2240633705   -4.65138    -50.27448    -0.00      0.10     0.10     1 
2240633706   -4.65135    -50.24635     0.00      0.12     0.12     1 
2240633707   -4.65132    -50.21823    -0.00      0.09     0.09     1 
2240633708   -4.65129    -50.19010     0.02      0.16     0.16     1 
2240633709   -4.65126    -50.16197     0.04      0.16     0.16     1 
2240633710   -4.65122    -50.13384    -0.03      0.11     0.11     1 
2240633711   -4.65119    -50.10572    -0.03      0.14     0.15     1 
2240633712   -4.65115    -50.07759    -0.03      0.17     0.17     1 
2240633713   -4.65111    -50.04946    -0.01      0.12     0.12     1 
2240633714   -4.65107    -50.02133    -0.01      0.03     0.04     1 
2240633715   -4.65104    -49.99321    -0.04      0.07     0.08     1 
2240633716   -4.65099    -49.96508    -0.05      0.03     0.06     1 
2240633717   -4.65095    -49.93696    -0.04     -0.02     0.05     1 
2240633718   -4.65091    -49.90883    -0.03      0.01     0.03     1 
2240633719   -4.65086    -49.88070    -0.11     -0.00     0.11     1 
2240633720   -4.65082    -49.85258    -0.04      0.03     0.05     1 
2240633721   -4.65077    -49.82446    -0.08      0.06     0.10     1 
2240633722   -4.65073    -49.79633    -0.13      0.12     0.17     1 
2240633723   -4.65068    -49.76821     0.05      0.04     0.06     1 
2240633728   -4.65042    -49.62759    -0.20     -0.10     0.22     1 
2240633730   -4.65031    -49.57135     0.03      0.18     0.18     1 
2240633732   -4.65019    -49.51510     0.07      0.03     0.08     1 
2240633733   -4.65013    -49.48698     0.22      0.12     0.26     1 
2240633734   -4.65007    -49.45886     0.05     -0.05     0.07     1 
2240633736   -4.64994    -49.40262    -0.13     -0.09     0.15     1 
2240633737   -4.64988    -49.37450    -0.02     -0.15     0.15     1 
2240633738   -4.64981    -49.34638    -0.20     -0.11     0.23     1 
2240633755   -4.67672    -50.97773     0.12     -0.09     0.15     1 
2240633760   -4.67671    -50.83707     0.03     -0.01     0.03     1 
2240633765   -4.67666    -50.69641    -0.00     -0.11     0.11     1 
2240633778   -4.67640    -50.33072     0.01      0.11     0.11     1 
2240633779   -4.67638    -50.30259     0.02      0.15     0.15     1 
2240633780   -4.67635    -50.27446    -0.00      0.13     0.13     1 
2240633781   -4.67632    -50.24633    -0.04      0.10     0.11     1 
2240633782   -4.67629    -50.21820     0.07      0.13     0.15     1 
2240633783   -4.67626    -50.19007    -0.03      0.12     0.12     1 
2240633784   -4.67622    -50.16194     0.02      0.05     0.05     1 
2240633785   -4.67619    -50.13381     0.01      0.06     0.06     1 
2240633786   -4.67615    -50.10568    -0.03      0.09     0.09     1 
2240633787   -4.67612    -50.07755    -0.01      0.09     0.10     1 
2240633788   -4.67608    -50.04943     0.01      0.09     0.09     1 
2240633789   -4.67604    -50.02130    -0.02      0.13     0.13     1 
2240633790   -4.67600    -49.99317    -0.01      0.15     0.15     1 
2240633791   -4.67596    -49.96505    -0.01      0.13     0.13     1 
2240633792   -4.67592    -49.93692     0.04      0.15     0.15     1 
2240633793   -4.67587    -49.90879    -0.06      0.08     0.10     1 
2240633794   -4.67583    -49.88067    -0.04      0.07     0.08     1 
2240633795   -4.67578    -49.85254    -0.02      0.04     0.05     1 
2240633796   -4.67574    -49.82441    -0.02      0.06     0.06     1 
2240633797   -4.67569    -49.79629     0.22     -0.05     0.22     1 
2240633801   -4.67549    -49.68379    -0.02     -0.03     0.04     1 
2240633802   -4.67543    -49.65566     0.02     -0.31     0.31     1 
2240633803   -4.67538    -49.62754    -0.05     -0.11     0.12     1 
2240633804   -4.67532    -49.59942     0.26     -0.12     0.28     1 
2240633805   -4.67527    -49.57129    -0.05      0.12     0.13     1 
2240633806   -4.67521    -49.54317    -0.12     -0.07     0.14     1 
2240633808   -4.67509    -49.48693    -0.00      0.13     0.13     1 
2240633809   -4.67503    -49.45881     0.04      0.16     0.17     1 
2240633811   -4.67490    -49.40256    -0.05      0.07     0.09     1 
2240633812   -4.67484    -49.37444     0.15     -0.13     0.20     1 
2240633813   -4.67477    -49.34632    -0.00      0.05     0.05     1 
2240633830   -4.70169    -50.97773     0.02     -0.20     0.20     1 
2240633831   -4.70169    -50.94960     0.16     -0.00     0.16     1 
2240633832   -4.70169    -50.92146     0.03     -0.12     0.13     1 
2240633834   -4.70168    -50.86520    -0.04     -0.11     0.12     1 
2240633837   -4.70166    -50.78080     0.04      0.04     0.06     1 
2240633838   -4.70165    -50.75267     0.05      0.00     0.05     1 
2240633841   -4.70161    -50.66827    -0.01      0.05     0.05     1 
2240633851   -4.70142    -50.38695    -0.21      0.31     0.37     1 
2240633853   -4.70137    -50.33069    -0.04      0.18     0.19     1 
2240633854   -4.70134    -50.30256    -0.01      0.19     0.19     1 
2240633855   -4.70132    -50.27443     0.03      0.20     0.20     1 
2240633856   -4.70129    -50.24630     0.00      0.23     0.23     1 
2240633857   -4.70125    -50.21817     0.02      0.17     0.17     1 
2240633858   -4.70122    -50.19004     0.05      0.18     0.19     1 
2240633859   -4.70119    -50.16191    -0.05      0.14     0.15     1 
2240633860   -4.70115    -50.13378    -0.01      0.10     0.11     1 
2240633861   -4.70112    -50.10565    -0.04      0.06     0.07     1 
2240633862   -4.70108    -50.07752    -0.01      0.13     0.13     1 
2240633863   -4.70104    -50.04939    -0.03      0.10     0.10     1 
2240633864   -4.70101    -50.02126    -0.04      0.09     0.10     1 
2240633865   -4.70097    -49.99314    -0.06      0.02     0.06     1 
2240633866   -4.70092    -49.96501    -0.03      0.01     0.03     1 
2240633867   -4.70088    -49.93688     0.00      0.04     0.04     1 
2240633868   -4.70084    -49.90875    -0.06      0.03     0.06     1 
2240633869   -4.70079    -49.88063    -0.01      0.07     0.07     1 
2240633870   -4.70075    -49.85250     0.01      0.06     0.06     1 
2240633871   -4.70070    -49.82437    -0.10      0.09     0.14     1 
2240633872   -4.70065    -49.79624     0.05      0.16     0.17     1 
2240633875   -4.70050    -49.71187     0.08      0.07     0.11     1 
2240633876   -4.70045    -49.68374     0.08      0.10     0.13     1 
2240633878   -4.70034    -49.62749    -0.08     -0.01     0.08     1 
2240633879   -4.70029    -49.59937    -0.10      0.02     0.10     1 
2240633880   -4.70023    -49.57124     0.21     -0.14     0.26     1 
2240633881   -4.70017    -49.54312     0.19     -0.32     0.37     1 
2240633882   -4.70011    -49.51500    -0.04     -0.23     0.23     1 
2240633883   -4.70005    -49.48687     0.07     -0.08     0.11     1 
2240633884   -4.69999    -49.45875     0.10     -0.04     0.11     1 
2240633886   -4.69986    -49.40251     0.04      0.05     0.06     1 
2240633887   -4.69980    -49.37439     0.12     -0.18     0.21     1 
2240633904   -4.72666    -51.00586     0.13     -0.05     0.14     1 
2240633905   -4.72666    -50.97773     0.05     -0.10     0.11     1 
2240633907   -4.72666    -50.92146     0.04     -0.05     0.06     1 
2240633908   -4.72665    -50.89333     0.01     -0.19     0.19     1 
2240633910   -4.72664    -50.83706    -0.09     -0.09     0.12     1 
2240633911   -4.72663    -50.80893     0.03     -0.13     0.13     1 
2240633922   -4.72648    -50.49946    -0.16      0.01     0.16     1 
2240633927   -4.72637    -50.35880     0.05      0.12     0.13     1 
2240633928   -4.72634    -50.33067     0.06      0.20     0.21     1 
2240633929   -4.72631    -50.30254     0.05      0.14     0.15     1 
2240633930   -4.72628    -50.27441    -0.04      0.11     0.11     1 
2240633931   -4.72625    -50.24627     0.02      0.13     0.13     1 
2240633932   -4.72622    -50.21814     0.03      0.10     0.11     1 
2240633933   -4.72619    -50.19001    -0.00      0.13     0.13     1 
2240633934   -4.72616    -50.16188     0.02      0.12     0.12     1 
2240633935   -4.72612    -50.13375     0.03      0.14     0.15     1 
2240633936   -4.72608    -50.10562     0.01      0.17     0.17     1 
2240633937   -4.72605    -50.07749     0.03      0.21     0.21     1 
2240633938   -4.72601    -50.04936     0.01      0.16     0.16     1 
2240633939   -4.72597    -50.02123    -0.04      0.17     0.18     1 
2240633940   -4.72593    -49.99310    -0.06      0.13     0.14     1 
2240633941   -4.72589    -49.96497    -0.00      0.10     0.10     1 
2240633942   -4.72585    -49.93684    -0.02      0.08     0.08     1 
2240633943   -4.72580    -49.90871    -0.08      0.05     0.10     1 
2240633944   -4.72576    -49.88059    -0.15     -0.01     0.15     1 
2240633947   -4.72562    -49.79620     0.04     -0.19     0.19     1 
2240633948   -4.72557    -49.76808    -0.12     -0.01     0.12     1 
2240633950   -4.72546    -49.71182     0.08     -0.05     0.09     1 
2240633951   -4.72541    -49.68370    -0.02     -0.26     0.26     1 
2240633952   -4.72536    -49.65557     0.42      0.05     0.42     1 
2240633954   -4.72525    -49.59932     0.36      0.08     0.37     1 
2240633956   -4.72513    -49.54307    -0.05     -0.18     0.19     1 
2240633957   -4.72507    -49.51494    -0.15     -0.03     0.15     1 
2240633959   -4.72495    -49.45870     0.13      0.05     0.14     1 
2240633961   -4.72482    -49.40245     0.05     -0.05     0.07     1 
2240633962   -4.72476    -49.37433    -0.09     -0.16     0.19     1 
2240633963   -4.72469    -49.34621     0.06     -0.19     0.20     1 
2240633979   -4.75163    -51.00586     0.04     -0.11     0.12     1 
2240633981   -4.75163    -50.94959     0.02     -0.09     0.10     1 
2240633982   -4.75163    -50.92146     0.05      0.03     0.06     1 
2240633997   -4.75145    -50.49944    -0.06     -0.39     0.39     1 
2240634002   -4.75133    -50.35878     0.03      0.15     0.15     1 
2240634003   -4.75131    -50.33064    -0.02      0.15     0.15     1 
2240634004   -4.75128    -50.30251     0.04      0.10     0.10     1 
2240634005   -4.75125    -50.27438    -0.01      0.04     0.04     1 
